omega,gamma,beta,firm,profit
1,0.13596,1.30909e-05,2,0.134396
1,0.13596,1.32828e-05,1,0.135142
1,0.13596,1.32828e-05,2,0.135192
1,0.13596,1.34747e-05,1,0.134911
1,0.13596,1.34747e-05,2,0.135613
1,0.13596,1.36667e-05,1,0.133639
1,0.13596,1.36667e-05,2,0.134911
1,0.13596,1.38586e-05,1,0.13609
1,0.13596,1.38586e-05,2,0.135253
1,0.13596,1.40505e-05,1,0.135214
1,0.13596,1.40505e-05,2,0.134686
1,0.13596,1.42424e-05,1,0.134733
1,0.13596,1.42424e-05,2,0.135385
1,0.13596,1.44343e-05,1,0.133359
1,0.13596,1.44343e-05,2,0.134573
1,0.13596,1.46262e-05,1,0.134979
1,0.13596,1.46262e-05,2,0.135179
1,0.13596,1.48182e-05,1,0.135127
1,0.13596,1.48182e-05,2,0.134675
1,0.13596,1.50101e-05,1,0.133764
1,0.13596,1.50101e-05,2,0.134319
1,0.13596,1.5202e-05,1,0.133523
1,0.13596,1.5202e-05,2,0.13456
1,0.13889,5.798e-06,1,0.135554
1,0.13889,5.798e-06,2,0.135383
1,0.13889,5.98992e-06,1,0.134961
1,0.13889,5.98992e-06,2,0.134457
1,0.13889,6.18184e-06,1,0.133906
1,0.13889,6.18184e-06,2,0.136192
1,0.13889,6.37376e-06,1,0.135575
1,0.13889,6.37376e-06,2,0.135587
1,0.13889,6.56567e-06,1,0.135831
1,0.13889,6.56567e-06,2,0.135823
1,0.13889,6.75759e-06,1,0.135008
1,0.13889,6.75759e-06,2,0.134604
1,0.13889,6.94951e-06,1,0.135065
1,0.13889,6.94951e-06,2,0.134361
1,0.13889,7.14143e-06,1,0.134727
1,0.13889,7.14143e-06,2,0.135094
1,0.13889,7.33335e-06,1,0.135994
1,0.13889,7.33335e-06,2,0.135432
1,0.13889,7.52527e-06,1,0.134851
1,0.13889,7.52527e-06,2,0.134483
1,0.13889,7.71718e-06,1,0.134914
1,0.13889,7.71718e-06,2,0.1355
1,0.13889,7.9091e-06,1,0.135286
1,0.13889,7.9091e-06,2,0.13507
1,0.13889,8.10102e-06,1,0.134443
1,0.13889,8.10102e-06,2,0.133766
1,0.13889,8.29294e-06,1,0.135761
1,0.13889,8.29294e-06,2,0.135999
1,0.13889,8.48486e-06,1,0.135612
1,0.13889,8.48486e-06,2,0.135994
1,0.13889,8.67678e-06,1,0.133777
1,0.13889,8.67678e-06,2,0.133484
1,0.13889,8.86869e-06,1,0.135345
1,0.13889,8.86869e-06,2,0.134814
1,0.13889,9.06061e-06,1,0.135943
1,0.13889,9.06061e-06,2,0.135475
1,0.13889,9.25253e-06,1,0.134211
1,0.13889,9.25253e-06,2,0.13579
1,0.13889,9.44445e-06,1,0.134942
1,0.13889,9.44445e-06,2,0.134699
1,0.13889,9.63637e-06,1,0.133686
1,0.13889,9.63637e-06,2,0.134485
1,0.13889,9.82829e-06,1,0.135991
1,0.13889,9.82829e-06,2,0.134931
1,0.13889,1.00202e-05,1,0.134875
1,0.13889,1.00202e-05,2,0.134118
1,0.13889,1.02121e-05,1,0.13473
1,0.13889,1.02121e-05,2,0.134947
1,0.13889,1.0404e-05,1,0.132893
1,0.13889,1.0404e-05,2,0.135188
1,0.13889,1.0596e-05,1,0.136243
1,0.13889,1.0596e-05,2,0.135842
1,0.13889,1.07879e-05,1,0.136279
1,0.13889,1.07879e-05,2,0.135761
1,0.13889,1.09798e-05,1,0.135569
1,0.13889,1.09798e-05,2,0.135354
1,0.13889,1.11717e-05,1,0.135742
1,0.13889,1.11717e-05,2,0.13561
1,0.13889,1.13636e-05,1,0.136001
1,0.13889,1.13636e-05,2,0.136585
1,0.13889,1.15556e-05,1,0.136004
1,0.13889,1.15556e-05,2,0.134886
1,0.13889,1.17475e-05,1,0.134434
1,0.13889,1.17475e-05,2,0.134781
1,0.13889,1.19394e-05,1,0.135242
1,0.13889,1.19394e-05,2,0.135099
1,0.13889,1.21313e-05,1,0.135945
1,0.13889,1.21313e-05,2,0.1346
1,0.13889,1.23232e-05,1,0.13535
1,0.13889,1.23232e-05,2,0.13569
1,0.13889,1.25151e-05,1,0.135257
1,0.13889,1.25151e-05,2,0.13369
1,0.13889,1.27071e-05,1,0.134925
1,0.13889,1.27071e-05,2,0.135239
1,0.13889,1.2899e-05,1,0.136959
1,0.13889,1.2899e-05,2,0.136503
1,0.13889,1.30909e-05,1,0.136041
1,0.13889,1.30909e-05,2,0.135281
1,0.13889,1.32828e-05,1,0.135775
1,0.13889,1.32828e-05,2,0.135544
1,0.13889,1.34747e-05,1,0.134393
1,0.13889,1.34747e-05,2,0.135773
1,0.13889,1.36667e-05,1,0.135213
1,0.13889,1.36667e-05,2,0.134583
1,0.13889,1.38586e-05,1,0.134892
1,0.13889,1.38586e-05,2,0.133814
1,0.13889,1.40505e-05,1,0.13425
1,0.13889,1.40505e-05,2,0.133614
1,0.13889,1.42424e-05,1,0.134421
1,0.13889,1.42424e-05,2,0.135245
1,0.13889,1.44343e-05,1,0.133041
1,0.13889,1.44343e-05,2,0.133775
1,0.13889,1.46262e-05,1,0.135158
1,0.13889,1.46262e-05,2,0.134774
1,0.13889,1.48182e-05,1,0.134239
1,0.13889,1.48182e-05,2,0.135532
1,0.13889,1.50101e-05,1,0.136379
1,0.13889,1.50101e-05,2,0.134516
1,0.13889,1.5202e-05,1,0.134407
1,0.13889,1.5202e-05,2,0.134095
1,0.141819,5.798e-06,1,0.134326
1,0.141819,5.798e-06,2,0.13473
1,0.141819,5.98992e-06,1,0.136751
1,0.141819,5.98992e-06,2,0.135349
1,0.141819,6.18184e-06,1,0.135044
1,0.141819,6.18184e-06,2,0.134253
1,0.141819,6.37376e-06,1,0.13461
1,0.141819,6.37376e-06,2,0.135015
1,0.141819,6.56567e-06,1,0.134759
1,0.141819,6.56567e-06,2,0.133702
1,0.141819,6.75759e-06,1,0.13417
1,0.141819,6.75759e-06,2,0.13515
1,0.141819,6.94951e-06,1,0.136019
1,0.141819,6.94951e-06,2,0.136356
1,0.141819,7.14143e-06,1,0.133811
1,0.141819,7.14143e-06,2,0.133781
1,0.141819,7.33335e-06,1,0.134977
1,0.141819,7.33335e-06,2,0.135095
1,0.141819,7.52527e-06,1,0.135956
1,0.141819,7.52527e-06,2,0.13549
1,0.141819,7.71718e-06,1,0.135701
1,0.141819,7.71718e-06,2,0.135131
1,0.141819,7.9091e-06,1,0.136108
1,0.141819,7.9091e-06,2,0.135273
1,0.141819,8.10102e-06,1,0.135782
1,0.141819,8.10102e-06,2,0.135856
1,0.141819,8.29294e-06,1,0.134702
1,0.141819,8.29294e-06,2,0.132974
1,0.141819,8.48486e-06,1,0.13466
1,0.141819,8.48486e-06,2,0.134373
1,0.141819,8.67678e-06,1,0.135774
1,0.141819,8.67678e-06,2,0.135135
1,0.141819,8.86869e-06,1,0.134767
1,0.141819,8.86869e-06,2,0.134881
1,0.141819,9.06061e-06,1,0.136251
1,0.141819,9.06061e-06,2,0.135853
1,0.141819,9.25253e-06,1,0.134843
1,0.141819,9.25253e-06,2,0.136119
1,0.141819,9.44445e-06,1,0.135055
1,0.141819,9.44445e-06,2,0.135577
1,0.141819,9.63637e-06,1,0.136968
1,0.141819,9.63637e-06,2,0.137165
1,0.141819,9.82829e-06,1,0.134151
1,0.141819,9.82829e-06,2,0.134736
1,0.141819,1.00202e-05,1,0.13502
1,0.141819,1.00202e-05,2,0.135279
1,0.141819,1.02121e-05,1,0.135675
1,0.141819,1.02121e-05,2,0.136112
1,0.141819,1.0404e-05,1,0.135417
1,0.141819,1.0404e-05,2,0.1353
1,0.141819,1.0596e-05,1,0.134183
1,0.141819,1.0596e-05,2,0.135255
1,0.141819,1.07879e-05,1,0.135795
1,0.141819,1.07879e-05,2,0.135432
1,0.141819,1.09798e-05,1,0.134296
1,0.141819,1.09798e-05,2,0.13491
1,0.141819,1.11717e-05,1,0.134239
1,0.141819,1.11717e-05,2,0.134102
1,0.141819,1.13636e-05,1,0.134926
1,0.141819,1.13636e-05,2,0.134346
1,0.141819,1.15556e-05,1,0.135
1,0.141819,1.15556e-05,2,0.134307
1,0.141819,1.17475e-05,1,0.134534
1,0.141819,1.17475e-05,2,0.133861
1,0.141819,1.19394e-05,1,0.1346
1,0.141819,1.19394e-05,2,0.134396
1,0.141819,1.21313e-05,1,0.133995
1,0.141819,1.21313e-05,2,0.135099
1,0.141819,1.23232e-05,1,0.135167
1,0.141819,1.23232e-05,2,0.135279
1,0.141819,1.25151e-05,1,0.13493
1,0.141819,1.25151e-05,2,0.134743
1,0.141819,1.27071e-05,1,0.13398
1,0.141819,1.27071e-05,2,0.134733
1,0.141819,1.2899e-05,1,0.135659
1,0.141819,1.2899e-05,2,0.135296
1,0.141819,1.30909e-05,1,0.135105
1,0.141819,1.30909e-05,2,0.134571
1,0.141819,1.32828e-05,1,0.134282
1,0.141819,1.32828e-05,2,0.136024
1,0.141819,1.34747e-05,1,0.135671
1,0.141819,1.34747e-05,2,0.135277
1,0.141819,1.36667e-05,1,0.134618
1,0.141819,1.36667e-05,2,0.13443
1,0.141819,1.38586e-05,1,0.135818
1,0.141819,1.38586e-05,2,0.13535
1,0.141819,1.40505e-05,1,0.134091
1,0.141819,1.40505e-05,2,0.134371
1,0.141819,1.42424e-05,1,0.135059
1,0.141819,1.42424e-05,2,0.13567
1,0.141819,1.44343e-05,1,0.134689
1,0.141819,1.44343e-05,2,0.135133
1,0.141819,1.46262e-05,1,0.135047
1,0.141819,1.46262e-05,2,0.134148
1,0.141819,1.48182e-05,1,0.135778
1,0.141819,1.48182e-05,2,0.135896
1,0.141819,1.50101e-05,1,0.134841
1,0.141819,1.50101e-05,2,0.133621
1,0.141819,1.5202e-05,1,0.13492
1,0.141819,1.5202e-05,2,0.135284
1,0.144748,5.798e-06,1,0.134871
1,0.144748,5.798e-06,2,0.135352
1,0.144748,5.98992e-06,1,0.134602
1,0.144748,5.98992e-06,2,0.135883
1,0.144748,6.18184e-06,1,0.134663
1,0.144748,6.18184e-06,2,0.135318
1,0.144748,6.37376e-06,1,0.133918
1,0.144748,6.37376e-06,2,0.133898
1,0.144748,6.56567e-06,1,0.135658
1,0.144748,6.56567e-06,2,0.135164
1,0.144748,6.75759e-06,1,0.134479
1,0.144748,6.75759e-06,2,0.134087
1,0.144748,6.94951e-06,1,0.134886
1,0.144748,6.94951e-06,2,0.135047
1,0.144748,7.14143e-06,1,0.134741
1,0.144748,7.14143e-06,2,0.135491
1,0.144748,7.33335e-06,1,0.134655
1,0.144748,7.33335e-06,2,0.135333
1,0.144748,7.52527e-06,1,0.135148
1,0.144748,7.52527e-06,2,0.135533
1,0.144748,7.71718e-06,1,0.134412
1,0.144748,7.71718e-06,2,0.134402
1,0.144748,7.9091e-06,1,0.137296
1,0.144748,7.9091e-06,2,0.135312
1,0.144748,8.10102e-06,1,0.135737
1,0.144748,8.10102e-06,2,0.136578
1,0.144748,8.29294e-06,1,0.135363
1,0.144748,8.29294e-06,2,0.134868
1,0.144748,8.48486e-06,1,0.134669
1,0.144748,8.48486e-06,2,0.134489
1,0.144748,8.67678e-06,1,0.136487
1,0.144748,8.67678e-06,2,0.135733
1,0.144748,8.86869e-06,1,0.1337
1,0.144748,8.86869e-06,2,0.135117
1,0.144748,9.06061e-06,1,0.134917
1,0.144748,9.06061e-06,2,0.134373
1,0.144748,9.25253e-06,1,0.134261
1,0.144748,9.25253e-06,2,0.135305
1,0.144748,9.44445e-06,1,0.135821
1,0.144748,9.44445e-06,2,0.136009
1,0.144748,9.63637e-06,1,0.136675
1,0.144748,9.63637e-06,2,0.135065
1,0.144748,9.82829e-06,1,0.135139
1,0.144748,9.82829e-06,2,0.135472
1,0.144748,1.00202e-05,1,0.134376
1,0.144748,1.00202e-05,2,0.135573
1,0.144748,1.02121e-05,1,0.134871
1,0.144748,1.02121e-05,2,0.134478
1,0.144748,1.0404e-05,1,0.135112
1,0.144748,1.0404e-05,2,0.135407
1,0.144748,1.0596e-05,1,0.135548
1,0.144748,1.0596e-05,2,0.135356
1,0.144748,1.07879e-05,1,0.134918
1,0.144748,1.07879e-05,2,0.135738
1,0.144748,1.09798e-05,1,0.135202
1,0.144748,1.09798e-05,2,0.134338
1,0.144748,1.11717e-05,1,0.134786
1,0.144748,1.11717e-05,2,0.134862
1,0.144748,1.13636e-05,1,0.135962
1,0.144748,1.13636e-05,2,0.135714
1,0.144748,1.15556e-05,1,0.136643
1,0.144748,1.15556e-05,2,0.135918
1,0.144748,1.17475e-05,1,0.13504
1,0.144748,1.17475e-05,2,0.134275
1,0.144748,1.19394e-05,1,0.135453
1,0.144748,1.19394e-05,2,0.134871
1,0.144748,1.21313e-05,1,0.135307
1,0.144748,1.21313e-05,2,0.135759
1,0.144748,1.23232e-05,1,0.134004
1,0.144748,1.23232e-05,2,0.134237
1,0.144748,1.25151e-05,1,0.136807
1,0.144748,1.25151e-05,2,0.135422
1,0.144748,1.27071e-05,1,0.134893
1,0.144748,1.27071e-05,2,0.135549
1,0.144748,1.2899e-05,1,0.135155
1,0.144748,1.2899e-05,2,0.134808
1,0.144748,1.30909e-05,1,0.13412
1,0.144748,1.30909e-05,2,0.135423
1,0.144748,1.32828e-05,1,0.133572
1,0.144748,1.32828e-05,2,0.1345
1,0.144748,1.34747e-05,1,0.135336
1,0.144748,1.34747e-05,2,0.133319
1,0.144748,1.36667e-05,1,0.134205
1,0.144748,1.36667e-05,2,0.134818
1,0.144748,1.38586e-05,1,0.134646
1,0.144748,1.38586e-05,2,0.134225
1,0.144748,1.40505e-05,1,0.135922
1,0.144748,1.40505e-05,2,0.135564
1,0.144748,1.42424e-05,1,0.134786
1,0.144748,1.42424e-05,2,0.134818
1,0.144748,1.44343e-05,1,0.134144
1,0.144748,1.44343e-05,2,0.133986
1,0.144748,1.46262e-05,1,0.133565
1,0.144748,1.46262e-05,2,0.134112
1,0.144748,1.48182e-05,1,0.135816
1,0.144748,1.48182e-05,2,0.135855
1,0.144748,1.50101e-05,1,0.135111
1,0.144748,1.50101e-05,2,0.13495
1,0.144748,1.5202e-05,1,0.135287
1,0.144748,1.5202e-05,2,0.135126
1,0.147677,5.798e-06,1,0.134622
1,0.147677,5.798e-06,2,0.134694
1,0.147677,5.98992e-06,1,0.134902
1,0.147677,5.98992e-06,2,0.134096
1,0.147677,6.18184e-06,1,0.135163
1,0.147677,6.18184e-06,2,0.135319
1,0.147677,6.37376e-06,1,0.135155
1,0.147677,6.37376e-06,2,0.134538
1,0.147677,6.56567e-06,1,0.13573
1,0.147677,6.56567e-06,2,0.135438
1,0.147677,6.75759e-06,1,0.133639
1,0.147677,6.75759e-06,2,0.133436
1,0.147677,6.94951e-06,1,0.13475
1,0.147677,6.94951e-06,2,0.134645
1,0.147677,7.14143e-06,1,0.13456
1,0.147677,7.14143e-06,2,0.134822
1,0.147677,7.33335e-06,1,0.134714
1,0.147677,7.33335e-06,2,0.135168
1,0.147677,7.52527e-06,1,0.13503
1,0.147677,7.52527e-06,2,0.133639
1,0.147677,7.71718e-06,1,0.135926
1,0.147677,7.71718e-06,2,0.134946
1,0.147677,7.9091e-06,1,0.133788
1,0.147677,7.9091e-06,2,0.133509
1,0.147677,8.10102e-06,1,0.13481
1,0.147677,8.10102e-06,2,0.135495
1,0.147677,8.29294e-06,1,0.133583
1,0.147677,8.29294e-06,2,0.133885
1,0.147677,8.48486e-06,1,0.136314
1,0.147677,8.48486e-06,2,0.13561
1,0.147677,8.67678e-06,1,0.135588
1,0.147677,8.67678e-06,2,0.136499
1,0.147677,8.86869e-06,1,0.134644
1,0.147677,8.86869e-06,2,0.135027
1,0.147677,9.06061e-06,1,0.133412
1,0.147677,9.06061e-06,2,0.134377
1,0.147677,9.25253e-06,1,0.135692
1,0.147677,9.25253e-06,2,0.134952
1,0.147677,9.44445e-06,1,0.13472
1,0.147677,9.44445e-06,2,0.135772
1,0.147677,9.63637e-06,1,0.135041
1,0.147677,9.63637e-06,2,0.134952
1,0.147677,9.82829e-06,1,0.134973
1,0.147677,9.82829e-06,2,0.135955
1,0.147677,1.00202e-05,1,0.1352
1,0.147677,1.00202e-05,2,0.135984
1,0.147677,1.02121e-05,1,0.134037
1,0.147677,1.02121e-05,2,0.13456
1,0.147677,1.0404e-05,1,0.135009
1,0.147677,1.0404e-05,2,0.135623
1,0.147677,1.0596e-05,1,0.135509
1,0.147677,1.0596e-05,2,0.135938
1,0.147677,1.07879e-05,1,0.134317
1,0.147677,1.07879e-05,2,0.13435
1,0.147677,1.09798e-05,1,0.1338
1,0.147677,1.09798e-05,2,0.134574
1,0.147677,1.11717e-05,1,0.13637
1,0.147677,1.11717e-05,2,0.135983
1,0.147677,1.13636e-05,1,0.136528
1,0.147677,1.13636e-05,2,0.13653
1,0.147677,1.15556e-05,1,0.136419
1,0.147677,1.15556e-05,2,0.136258
1,0.147677,1.17475e-05,1,0.135335
1,0.147677,1.17475e-05,2,0.135312
1,0.147677,1.19394e-05,1,0.135036
1,0.147677,1.19394e-05,2,0.13479
1,0.147677,1.21313e-05,1,0.135672
1,0.147677,1.21313e-05,2,0.135919
1,0.147677,1.23232e-05,1,0.134942
1,0.147677,1.23232e-05,2,0.13517
1,0.147677,1.25151e-05,1,0.136322
1,0.147677,1.25151e-05,2,0.135293
1,0.147677,1.27071e-05,1,0.134649
1,0.147677,1.27071e-05,2,0.134773
1,0.147677,1.2899e-05,1,0.136635
1,0.147677,1.2899e-05,2,0.136416
1,0.147677,1.30909e-05,1,0.133733
1,0.147677,1.30909e-05,2,0.134381
1,0.147677,1.32828e-05,1,0.13557
1,0.147677,1.32828e-05,2,0.135032
1,0.147677,1.34747e-05,1,0.134717
1,0.147677,1.34747e-05,2,0.134644
1,0.147677,1.36667e-05,1,0.13448
1,0.147677,1.36667e-05,2,0.13549
1,0.147677,1.38586e-05,1,0.133953
1,0.147677,1.38586e-05,2,0.134496
1,0.147677,1.40505e-05,1,0.135253
1,0.147677,1.40505e-05,2,0.13557
1,0.147677,1.42424e-05,1,0.133772
1,0.147677,1.42424e-05,2,0.134933
1,0.147677,1.44343e-05,1,0.134362
1,0.147677,1.44343e-05,2,0.133883
1,0.147677,1.46262e-05,1,0.135143
1,0.147677,1.46262e-05,2,0.135056
1,0.147677,1.48182e-05,1,0.133531
1,0.147677,1.48182e-05,2,0.134261
1,0.147677,1.50101e-05,1,0.134876
1,0.147677,1.50101e-05,2,0.134479
1,0.147677,1.5202e-05,1,0.13473
1,0.147677,1.5202e-05,2,0.135915
1,0.150606,5.798e-06,1,0.135713
1,0.150606,5.798e-06,2,0.134823
1,0.150606,5.98992e-06,1,0.133497
1,0.150606,5.98992e-06,2,0.133788
1,0.150606,6.18184e-06,1,0.134789
1,0.150606,6.18184e-06,2,0.133875
1,0.150606,6.37376e-06,1,0.134651
1,0.150606,6.37376e-06,2,0.13654
1,0.150606,6.56567e-06,1,0.135839
1,0.150606,6.56567e-06,2,0.135473
1,0.150606,6.75759e-06,1,0.135676
1,0.150606,6.75759e-06,2,0.13492
1,0.150606,6.94951e-06,1,0.13391
1,0.150606,6.94951e-06,2,0.134628
1,0.150606,7.14143e-06,1,0.133733
1,0.150606,7.14143e-06,2,0.134675
1,0.150606,7.33335e-06,1,0.134574
1,0.150606,7.33335e-06,2,0.134504
1,0.150606,7.52527e-06,1,0.135227
1,0.150606,7.52527e-06,2,0.135044
1,0.150606,7.71718e-06,1,0.137112
1,0.150606,7.71718e-06,2,0.136243
1,0.150606,7.9091e-06,1,0.136599
1,0.150606,7.9091e-06,2,0.135905
1,0.150606,8.10102e-06,1,0.135007
1,0.150606,8.10102e-06,2,0.134509
1,0.150606,8.29294e-06,1,0.135622
1,0.150606,8.29294e-06,2,0.135408
1,0.150606,8.48486e-06,1,0.135874
1,0.150606,8.48486e-06,2,0.134672
1,0.150606,8.67678e-06,1,0.135875
1,0.150606,8.67678e-06,2,0.135945
1,0.150606,8.86869e-06,1,0.134069
1,0.150606,8.86869e-06,2,0.134545
1,0.150606,9.06061e-06,1,0.134933
1,0.150606,9.06061e-06,2,0.135909
1,0.150606,9.25253e-06,1,0.134404
1,0.150606,9.25253e-06,2,0.134267
1,0.150606,9.44445e-06,1,0.135999
1,0.150606,9.44445e-06,2,0.136332
1,0.150606,9.63637e-06,1,0.135224
1,0.150606,9.63637e-06,2,0.134897
1,0.150606,9.82829e-06,1,0.135885
1,0.150606,9.82829e-06,2,0.136448
1,0.150606,1.00202e-05,1,0.13549
1,0.150606,1.00202e-05,2,0.13591
1,0.150606,1.02121e-05,1,0.135573
1,0.150606,1.02121e-05,2,0.13473
1,0.150606,1.0404e-05,1,0.135172
1,0.150606,1.0404e-05,2,0.135283
1,0.150606,1.0596e-05,1,0.136572
1,0.150606,1.0596e-05,2,0.135932
1,0.150606,1.07879e-05,1,0.135785
1,0.150606,1.07879e-05,2,0.135052
1,0.150606,1.09798e-05,1,0.13489
1,0.150606,1.09798e-05,2,0.135258
1,0.150606,1.11717e-05,1,0.135244
1,0.150606,1.11717e-05,2,0.135
1,0.150606,1.13636e-05,1,0.134478
1,0.150606,1.13636e-05,2,0.134984
1,0.150606,1.15556e-05,1,0.135261
1,0.150606,1.15556e-05,2,0.13498
1,0.150606,1.17475e-05,1,0.134225
1,0.150606,1.17475e-05,2,0.133762
1,0.150606,1.19394e-05,1,0.133974
1,0.150606,1.19394e-05,2,0.133644
1,0.150606,1.21313e-05,1,0.134482
1,0.150606,1.21313e-05,2,0.135436
1,0.150606,1.23232e-05,1,0.135199
1,0.150606,1.23232e-05,2,0.136392
1,0.150606,1.25151e-05,1,0.134748
1,0.150606,1.25151e-05,2,0.134637
1,0.150606,1.27071e-05,1,0.135134
1,0.150606,1.27071e-05,2,0.135569
1,0.150606,1.2899e-05,1,0.135483
1,0.150606,1.2899e-05,2,0.135092
1,0.150606,1.30909e-05,1,0.133551
1,0.150606,1.30909e-05,2,0.133997
1,0.150606,1.32828e-05,1,0.134062
1,0.150606,1.32828e-05,2,0.133425
1,0.150606,1.34747e-05,1,0.134797
1,0.150606,1.34747e-05,2,0.134258
1,0.150606,1.36667e-05,1,0.134375
1,0.150606,1.36667e-05,2,0.135348
1,0.150606,1.38586e-05,1,0.135675
1,0.150606,1.38586e-05,2,0.1352
1,0.150606,1.40505e-05,1,0.135016
1,0.150606,1.40505e-05,2,0.133929
1,0.150606,1.42424e-05,1,0.134389
1,0.150606,1.42424e-05,2,0.134575
1,0.150606,1.44343e-05,1,0.133917
1,0.150606,1.44343e-05,2,0.134312
1,0.150606,1.46262e-05,1,0.135202
1,0.150606,1.46262e-05,2,0.133853
1,0.150606,1.48182e-05,1,0.135205
1,0.150606,1.48182e-05,2,0.134335
1,0.150606,1.50101e-05,1,0.135247
1,0.150606,1.50101e-05,2,0.134414
1,0.150606,1.5202e-05,1,0.134378
1,0.150606,1.5202e-05,2,0.134545
1,0.153535,5.798e-06,1,0.13483
1,0.153535,5.798e-06,2,0.134652
1,0.153535,5.98992e-06,1,0.134779
1,0.153535,5.98992e-06,2,0.13365
1,0.153535,6.18184e-06,1,0.133278
1,0.153535,6.18184e-06,2,0.134298
1,0.153535,6.37376e-06,1,0.134783
1,0.153535,6.37376e-06,2,0.13513
1,0.153535,6.56567e-06,1,0.13302
1,0.153535,6.56567e-06,2,0.135189
1,0.153535,6.75759e-06,1,0.135204
1,0.153535,6.75759e-06,2,0.135038
1,0.153535,6.94951e-06,1,0.134299
1,0.153535,6.94951e-06,2,0.134748
1,0.153535,7.14143e-06,1,0.13383
1,0.153535,7.14143e-06,2,0.136034
1,0.153535,7.33335e-06,1,0.135214
1,0.153535,7.33335e-06,2,0.133822
1,0.153535,7.52527e-06,1,0.13574
1,0.153535,7.52527e-06,2,0.135734
1,0.153535,7.71718e-06,1,0.136136
1,0.153535,7.71718e-06,2,0.136236
1,0.153535,7.9091e-06,1,0.135289
1,0.153535,7.9091e-06,2,0.135077
1,0.153535,8.10102e-06,1,0.136704
1,0.153535,8.10102e-06,2,0.136235
1,0.153535,8.29294e-06,1,0.134736
1,0.153535,8.29294e-06,2,0.13465
1,0.153535,8.48486e-06,1,0.134489
1,0.153535,8.48486e-06,2,0.134727
1,0.153535,8.67678e-06,1,0.134583
1,0.153535,8.67678e-06,2,0.13438
1,0.153535,8.86869e-06,1,0.136128
1,0.153535,8.86869e-06,2,0.136711
1,0.153535,9.06061e-06,1,0.135943
1,0.153535,9.06061e-06,2,0.135933
1,0.153535,9.25253e-06,1,0.135175
1,0.153535,9.25253e-06,2,0.134177
1,0.153535,9.44445e-06,1,0.134713
1,0.153535,9.44445e-06,2,0.134654
1,0.153535,9.63637e-06,1,0.13485
1,0.153535,9.63637e-06,2,0.135186
1,0.153535,9.82829e-06,1,0.135426
1,0.153535,9.82829e-06,2,0.135738
1,0.153535,1.00202e-05,1,0.134354
1,0.153535,1.00202e-05,2,0.134296
1,0.153535,1.02121e-05,1,0.135283
1,0.153535,1.02121e-05,2,0.135125
1,0.153535,1.0404e-05,1,0.135048
1,0.153535,1.0404e-05,2,0.13496
1,0.153535,1.0596e-05,1,0.136239
1,0.153535,1.0596e-05,2,0.135603
1,0.153535,1.07879e-05,1,0.135001
1,0.153535,1.07879e-05,2,0.135198
1,0.153535,1.09798e-05,1,0.135831
1,0.153535,1.09798e-05,2,0.134854
1,0.153535,1.11717e-05,1,0.134683
1,0.153535,1.11717e-05,2,0.135069
1,0.153535,1.13636e-05,1,0.135729
1,0.153535,1.13636e-05,2,0.135926
1,0.153535,1.15556e-05,1,0.135376
1,0.153535,1.15556e-05,2,0.136039
1,0.153535,1.17475e-05,1,0.135258
1,0.153535,1.17475e-05,2,0.13498
1,0.153535,1.19394e-05,1,0.134854
1,0.153535,1.19394e-05,2,0.136893
1,0.153535,1.21313e-05,1,0.134111
1,0.153535,1.21313e-05,2,0.134055
1,0.153535,1.23232e-05,1,0.135169
1,0.153535,1.23232e-05,2,0.135664
1,0.153535,1.25151e-05,1,0.135437
1,0.153535,1.25151e-05,2,0.135182
1,0.153535,1.27071e-05,1,0.134726
1,0.153535,1.27071e-05,2,0.134832
1,0.153535,1.2899e-05,1,0.13526
1,0.153535,1.2899e-05,2,0.135015
1,0.153535,1.30909e-05,1,0.136643
1,0.153535,1.30909e-05,2,0.135947
1,0.153535,1.32828e-05,1,0.134875
1,0.153535,1.32828e-05,2,0.135318
1,0.153535,1.34747e-05,1,0.135567
1,0.153535,1.34747e-05,2,0.135196
1,0.153535,1.36667e-05,1,0.1352
1,0.153535,1.36667e-05,2,0.13428
1,0.153535,1.38586e-05,1,0.135423
1,0.153535,1.38586e-05,2,0.135603
1,0.153535,1.40505e-05,1,0.135146
1,0.153535,1.40505e-05,2,0.134253
1,0.153535,1.42424e-05,1,0.133927
1,0.153535,1.42424e-05,2,0.134494
1,0.153535,1.44343e-05,1,0.134583
1,0.153535,1.44343e-05,2,0.134843
1,0.153535,1.46262e-05,1,0.134561
1,0.153535,1.46262e-05,2,0.135342
1,0.153535,1.48182e-05,1,0.134563
1,0.153535,1.48182e-05,2,0.13494
1,0.153535,1.50101e-05,1,0.135762
1,0.153535,1.50101e-05,2,0.135619
1,0.153535,1.5202e-05,1,0.134451
1,0.153535,1.5202e-05,2,0.135084
1,0.156465,5.798e-06,1,0.134598
1,0.156465,5.798e-06,2,0.134661
1,0.156465,5.98992e-06,1,0.133613
1,0.156465,5.98992e-06,2,0.134037
1,0.156465,6.18184e-06,1,0.134138
1,0.156465,6.18184e-06,2,0.133826
1,0.156465,6.37376e-06,1,0.134648
1,0.156465,6.37376e-06,2,0.13416
1,0.156465,6.56567e-06,1,0.135089
1,0.156465,6.56567e-06,2,0.133813
1,0.156465,6.75759e-06,1,0.134071
1,0.156465,6.75759e-06,2,0.134504
1,0.156465,6.94951e-06,1,0.132789
