omega,alpha,beta,t
0.8,0.0959459,5.13514e-06,2.22498e+06
0.8,0.0959459,5.27027e-06,2.07235e+06
0.8,0.0959459,5.40541e-06,2.10849e+06
0.8,0.0959459,5.54054e-06,2.05775e+06
0.8,0.0959459,5.67568e-06,2.01414e+06
0.8,0.0959459,5.81081e-06,1.96532e+06
0.8,0.0959459,5.94595e-06,1.945e+06
0.8,0.0959459,6.08108e-06,1.91134e+06
0.8,0.0959459,6.21622e-06,1.87798e+06
0.8,0.0959459,6.35135e-06,1.85521e+06
0.8,0.0959459,6.48649e-06,1.80364e+06
0.8,0.0959459,6.62162e-06,1.74056e+06
0.8,0.0959459,6.75676e-06,1.7455e+06
0.8,0.0959459,6.89189e-06,1.71373e+06
0.8,0.0959459,7.02703e-06,1.69234e+06
0.8,0.0959459,7.16216e-06,1.68393e+06
0.8,0.0959459,7.2973e-06,1.65449e+06
0.8,0.0959459,7.43243e-06,1.61137e+06
0.8,0.0959459,7.56757e-06,1.56978e+06
0.8,0.0959459,7.7027e-06,1.5876e+06
0.8,0.0959459,7.83784e-06,1.54318e+06
0.8,0.0959459,7.97297e-06,1.55975e+06
0.8,0.0959459,8.10811e-06,1.50766e+06
0.8,0.0959459,8.24324e-06,1.48996e+06
0.8,0.0959459,8.37838e-06,1.42991e+06
0.8,0.0959459,8.51351e-06,1.43995e+06
0.8,0.0959459,8.64865e-06,1.3991e+06
0.8,0.0959459,8.78378e-06,1.42066e+06
0.8,0.0959459,8.91892e-06,1.38976e+06
0.8,0.0959459,9.05405e-06,1.35986e+06
0.8,0.0959459,9.18919e-06,1.3776e+06
0.8,0.0959459,9.32432e-06,1.34165e+06
0.8,0.0959459,9.45946e-06,1.31358e+06
0.8,0.0959459,9.59459e-06,1.32898e+06
0.8,0.0959459,9.72973e-06,1.3219e+06
0.8,0.0959459,9.86486e-06,1.29875e+06
0.8,0.0959459,1e-05,1.28526e+06
0.8,0.0959459,1.01351e-05,1.24379e+06
0.8,0.0959459,1.02703e-05,1.22718e+06
0.8,0.0959459,1.04054e-05,1.24581e+06
0.8,0.0959459,1.05405e-05,1.20966e+06
0.8,0.0959459,1.06757e-05,1.18982e+06
0.8,0.0959459,1.08108e-05,1.22321e+06
0.8,0.0959459,1.09459e-05,1.18325e+06
0.8,0.0959459,1.10811e-05,1.16106e+06
0.8,0.0959459,1.12162e-05,1.19432e+06
0.8,0.0959459,1.13514e-05,1.14851e+06
0.8,0.0959459,1.14865e-05,1.13664e+06
0.8,0.0959459,1.16216e-05,1.12427e+06
0.8,0.0959459,1.17568e-05,1.09759e+06
0.8,0.0959459,1.18919e-05,1.10594e+06
0.8,0.0959459,1.2027e-05,1.09938e+06
0.8,0.0959459,1.21622e-05,1.08615e+06
0.8,0.0959459,1.22973e-05,1.09831e+06
0.8,0.0959459,1.24324e-05,1.05721e+06
0.8,0.0959459,1.25676e-05,1.07384e+06
0.8,0.0959459,1.27027e-05,1.07526e+06
0.8,0.0959459,1.28378e-05,1.08137e+06
0.8,0.0959459,1.2973e-05,1.01226e+06
0.8,0.0959459,1.31081e-05,1.02483e+06
0.8,0.0959459,1.32432e-05,997391
0.8,0.0959459,1.33784e-05,1.01579e+06
0.8,0.0959459,1.35135e-05,1.0363e+06
0.8,0.0959459,1.36486e-05,1.01996e+06
0.8,0.0959459,1.37838e-05,967574
0.8,0.0959459,1.39189e-05,982036
0.8,0.0959459,1.40541e-05,968544
0.8,0.0959459,1.41892e-05,992767
0.8,0.0959459,1.43243e-05,949918
0.8,0.0959459,1.44595e-05,978976
0.8,0.0959459,1.45946e-05,955019
0.8,0.0959459,1.47297e-05,929672
0.8,0.0959459,1.48649e-05,894745
0.8,0.0959459,1.5e-05,898553
0.8,0.0986486,5e-06,2.27491e+06
0.8,0.0986486,5.13514e-06,2.18782e+06
0.8,0.0986486,5.27027e-06,2.17735e+06
0.8,0.0986486,5.40541e-06,2.11638e+06
0.8,0.0986486,5.54054e-06,2.08898e+06
0.8,0.0986486,5.67568e-06,2.03805e+06
0.8,0.0986486,5.81081e-06,1.98965e+06
0.8,0.0986486,5.94595e-06,1.9385e+06
0.8,0.0986486,6.08108e-06,1.93471e+06
0.8,0.0986486,6.21622e-06,1.84173e+06
0.8,0.0986486,6.35135e-06,1.85998e+06
0.8,0.0986486,6.48649e-06,1.83101e+06
0.8,0.0986486,6.62162e-06,1.7741e+06
0.8,0.0986486,6.75676e-06,1.75136e+06
0.8,0.0986486,6.89189e-06,1.76682e+06
0.8,0.0986486,7.02703e-06,1.7028e+06
0.8,0.0986486,7.16216e-06,1.65531e+06
0.8,0.0986486,7.2973e-06,1.64597e+06
0.8,0.0986486,7.43243e-06,1.64603e+06
0.8,0.0986486,7.56757e-06,1.57758e+06
0.8,0.0986486,7.7027e-06,1.55415e+06
0.8,0.0986486,7.83784e-06,1.569e+06
0.8,0.0986486,7.97297e-06,1.51763e+06
0.8,0.0986486,8.10811e-06,1.5359e+06
0.8,0.0986486,8.24324e-06,1.4919e+06
0.8,0.0986486,8.37838e-06,1.44322e+06
0.8,0.0986486,8.51351e-06,1.4643e+06
0.8,0.0986486,8.64865e-06,1.42882e+06
0.8,0.0986486,8.78378e-06,1.39411e+06
0.8,0.0986486,8.91892e-06,1.41967e+06
0.8,0.0986486,9.05405e-06,1.34931e+06
0.8,0.0986486,9.18919e-06,1.35983e+06
0.8,0.0986486,9.32432e-06,1.33184e+06
0.8,0.0986486,9.45946e-06,1.35113e+06
0.8,0.0986486,9.59459e-06,1.31084e+06
0.8,0.0986486,9.72973e-06,1.31596e+06
0.8,0.0986486,9.86486e-06,1.28933e+06
0.8,0.0986486,1e-05,1.27485e+06
0.8,0.0986486,1.01351e-05,1.25682e+06
0.8,0.0986486,1.02703e-05,1.27177e+06
0.8,0.0986486,1.04054e-05,1.28275e+06
0.8,0.0986486,1.05405e-05,1.24051e+06
0.8,0.0986486,1.06757e-05,1.2308e+06
0.8,0.0986486,1.08108e-05,1.205e+06
0.8,0.0986486,1.09459e-05,1.19948e+06
0.8,0.0986486,1.10811e-05,1.17697e+06
0.8,0.0986486,1.12162e-05,1.17034e+06
0.8,0.0986486,1.13514e-05,1.16927e+06
0.8,0.0986486,1.14865e-05,1.14174e+06
0.8,0.0986486,1.16216e-05,1.12968e+06
0.8,0.0986486,1.17568e-05,1.09643e+06
0.8,0.0986486,1.18919e-05,1.13063e+06
0.8,0.0986486,1.2027e-05,1.09645e+06
0.8,0.0986486,1.21622e-05,1.08827e+06
0.8,0.0986486,1.22973e-05,1.0824e+06
0.8,0.0986486,1.24324e-05,1.05067e+06
0.8,0.0986486,1.25676e-05,1.07751e+06
0.8,0.0986486,1.27027e-05,1.09208e+06
0.8,0.0986486,1.28378e-05,1.04108e+06
0.8,0.0986486,1.2973e-05,1.02855e+06
0.8,0.0986486,1.31081e-05,1.07176e+06
0.8,0.0986486,1.32432e-05,1.0144e+06
0.8,0.0986486,1.33784e-05,1.05958e+06
0.8,0.0986486,1.35135e-05,1.05147e+06
0.8,0.0986486,1.36486e-05,1.03141e+06
0.8,0.0986486,1.37838e-05,970304
0.8,0.0986486,1.39189e-05,1.0136e+06
0.8,0.0986486,1.40541e-05,964433
0.8,0.0986486,1.41892e-05,948802
0.8,0.0986486,1.43243e-05,973791
0.8,0.0986486,1.44595e-05,998297
0.8,0.0986486,1.45946e-05,987742
0.8,0.0986486,1.47297e-05,935367
0.8,0.0986486,1.48649e-05,928169
0.8,0.0986486,1.5e-05,958336
0.8,0.101351,5e-06,2.2204e+06
0.8,0.101351,5.13514e-06,2.20913e+06
0.8,0.101351,5.27027e-06,2.16865e+06
0.8,0.101351,5.40541e-06,2.09578e+06
0.8,0.101351,5.54054e-06,2.07908e+06
0.8,0.101351,5.67568e-06,2.03256e+06
0.8,0.101351,5.81081e-06,1.9496e+06
0.8,0.101351,5.94595e-06,1.93115e+06
0.8,0.101351,6.08108e-06,1.94899e+06
0.8,0.101351,6.21622e-06,1.8435e+06
0.8,0.101351,6.35135e-06,1.8547e+06
0.8,0.101351,6.48649e-06,1.76394e+06
0.8,0.101351,6.62162e-06,1.79966e+06
0.8,0.101351,6.75676e-06,1.75523e+06
0.8,0.101351,6.89189e-06,1.72641e+06
0.8,0.101351,7.02703e-06,1.69046e+06
0.8,0.101351,7.16216e-06,1.67038e+06
0.8,0.101351,7.2973e-06,1.62986e+06
0.8,0.101351,7.43243e-06,1.63561e+06
0.8,0.101351,7.56757e-06,1.59385e+06
0.8,0.101351,7.7027e-06,1.53333e+06
0.8,0.101351,7.83784e-06,1.55474e+06
0.8,0.101351,7.97297e-06,1.56648e+06
0.8,0.101351,8.10811e-06,1.50199e+06
0.8,0.101351,8.24324e-06,1.50999e+06
0.8,0.101351,8.37838e-06,1.46812e+06
0.8,0.101351,8.51351e-06,1.46883e+06
0.8,0.101351,8.64865e-06,1.47661e+06
0.8,0.101351,8.78378e-06,1.41077e+06
0.8,0.101351,8.91892e-06,1.39834e+06
0.8,0.101351,9.05405e-06,1.38685e+06
0.8,0.101351,9.18919e-06,1.3297e+06
0.8,0.101351,9.32432e-06,1.3508e+06
0.8,0.101351,9.45946e-06,1.32528e+06
0.8,0.101351,9.59459e-06,1.31402e+06
0.8,0.101351,9.72973e-06,1.31718e+06
0.8,0.101351,9.86486e-06,1.31931e+06
0.8,0.101351,1e-05,1.25258e+06
0.8,0.101351,1.01351e-05,1.26814e+06
0.8,0.101351,1.02703e-05,1.28039e+06
0.8,0.101351,1.04054e-05,1.21866e+06
0.8,0.101351,1.05405e-05,1.21537e+06
0.8,0.101351,1.06757e-05,1.24606e+06
0.8,0.101351,1.08108e-05,1.21516e+06
0.8,0.101351,1.09459e-05,1.17971e+06
0.8,0.101351,1.10811e-05,1.2398e+06
0.8,0.101351,1.12162e-05,1.20192e+06
0.8,0.101351,1.13514e-05,1.15233e+06
0.8,0.101351,1.14865e-05,1.15076e+06
0.8,0.101351,1.16216e-05,1.13025e+06
0.8,0.101351,1.17568e-05,1.1415e+06
0.8,0.101351,1.18919e-05,1.07487e+06
0.8,0.101351,1.2027e-05,1.12915e+06
0.8,0.101351,1.21622e-05,1.04744e+06
0.8,0.101351,1.22973e-05,1.10406e+06
0.8,0.101351,1.24324e-05,1.10571e+06
0.8,0.101351,1.25676e-05,1.04288e+06
0.8,0.101351,1.27027e-05,1.06006e+06
0.8,0.101351,1.28378e-05,1.07046e+06
0.8,0.101351,1.2973e-05,1.04721e+06
0.8,0.101351,1.31081e-05,1.0533e+06
0.8,0.101351,1.32432e-05,973470
0.8,0.101351,1.33784e-05,1.06476e+06
0.8,0.101351,1.35135e-05,978990
0.8,0.101351,1.36486e-05,1.01619e+06
0.8,0.101351,1.37838e-05,956304
0.8,0.101351,1.39189e-05,984863
0.8,0.101351,1.40541e-05,994425
0.8,0.101351,1.41892e-05,973808
0.8,0.101351,1.43243e-05,957949
0.8,0.101351,1.44595e-05,945596
0.8,0.101351,1.45946e-05,890326
0.8,0.101351,1.47297e-05,937505
0.8,0.101351,1.48649e-05,957049
0.8,0.101351,1.5e-05,946930
0.8,0.104054,5e-06,2.27322e+06
0.8,0.104054,5.13514e-06,2.18804e+06
0.8,0.104054,5.27027e-06,2.18609e+06
0.8,0.104054,5.40541e-06,2.14934e+06
0.8,0.104054,5.54054e-06,2.0608e+06
0.8,0.104054,5.67568e-06,2.02356e+06
0.8,0.104054,5.81081e-06,1.98648e+06
0.8,0.104054,5.94595e-06,1.94958e+06
0.8,0.104054,6.08108e-06,1.88296e+06
0.8,0.104054,6.21622e-06,1.87016e+06
0.8,0.104054,6.35135e-06,1.88141e+06
0.8,0.104054,6.48649e-06,1.83952e+06
0.8,0.104054,6.62162e-06,1.78998e+06
0.8,0.104054,6.75676e-06,1.77746e+06
0.8,0.104054,6.89189e-06,1.74454e+06
0.8,0.104054,7.02703e-06,1.70846e+06
0.8,0.104054,7.16216e-06,1.67232e+06
0.8,0.104054,7.2973e-06,1.66305e+06
0.8,0.104054,7.43243e-06,1.69186e+06
0.8,0.104054,7.56757e-06,1.60428e+06
0.8,0.104054,7.7027e-06,1.59587e+06
0.8,0.104054,7.83784e-06,1.53633e+06
0.8,0.104054,7.97297e-06,1.5171e+06
0.8,0.104054,8.10811e-06,1.52916e+06
0.8,0.104054,8.24324e-06,1.4924e+06
0.8,0.104054,8.37838e-06,1.47479e+06
0.8,0.104054,8.51351e-06,1.48242e+06
0.8,0.104054,8.64865e-06,1.43473e+06
0.8,0.104054,8.78378e-06,1.40855e+06
0.8,0.104054,8.91892e-06,1.38745e+06
0.8,0.104054,9.05405e-06,1.3998e+06
0.8,0.104054,9.18919e-06,1.39696e+06
0.8,0.104054,9.32432e-06,1.39661e+06
0.8,0.104054,9.45946e-06,1.35727e+06
0.8,0.104054,9.59459e-06,1.38332e+06
0.8,0.104054,9.72973e-06,1.36292e+06
0.8,0.104054,9.86486e-06,1.29393e+06
0.8,0.104054,1e-05,1.27266e+06
0.8,0.104054,1.01351e-05,1.28365e+06
0.8,0.104054,1.02703e-05,1.26448e+06
0.8,0.104054,1.04054e-05,1.25936e+06
0.8,0.104054,1.05405e-05,1.24805e+06
0.8,0.104054,1.06757e-05,1.22032e+06
0.8,0.104054,1.08108e-05,1.20372e+06
0.8,0.104054,1.09459e-05,1.21008e+06
0.8,0.104054,1.10811e-05,1.19673e+06
0.8,0.104054,1.12162e-05,1.17812e+06
0.8,0.104054,1.13514e-05,1.16461e+06
0.8,0.104054,1.14865e-05,1.15906e+06
0.8,0.104054,1.16216e-05,1.11288e+06
0.8,0.104054,1.17568e-05,1.14064e+06
0.8,0.104054,1.18919e-05,1.11321e+06
0.8,0.104054,1.2027e-05,1.08775e+06
0.8,0.104054,1.21622e-05,1.18169e+06
0.8,0.104054,1.22973e-05,1.08839e+06
0.8,0.104054,1.24324e-05,1.07728e+06
0.8,0.104054,1.25676e-05,1.09775e+06
0.8,0.104054,1.27027e-05,1.06028e+06
0.8,0.104054,1.28378e-05,1.07035e+06
0.8,0.104054,1.2973e-05,1.0629e+06
0.8,0.104054,1.31081e-05,1.02408e+06
0.8,0.104054,1.32432e-05,1.00239e+06
0.8,0.104054,1.33784e-05,1.05623e+06
0.8,0.104054,1.35135e-05,998214
0.8,0.104054,1.36486e-05,1.01704e+06
0.8,0.104054,1.37838e-05,985442
0.8,0.104054,1.39189e-05,992798
0.8,0.104054,1.40541e-05,1.01032e+06
0.8,0.104054,1.41892e-05,1.01118e+06
0.8,0.104054,1.43243e-05,977401
0.8,0.104054,1.44595e-05,945518
0.8,0.104054,1.45946e-05,1.00283e+06
0.8,0.104054,1.47297e-05,970385
0.8,0.104054,1.48649e-05,896864
0.8,0.104054,1.5e-05,931910
0.8,0.106757,5e-06,2.25017e+06
0.8,0.106757,5.13514e-06,2.20169e+06
0.8,0.106757,5.27027e-06,2.17895e+06
0.8,0.106757,5.40541e-06,2.10312e+06
0.8,0.106757,5.54054e-06,2.0662e+06
0.8,0.106757,5.67568e-06,2.06629e+06
0.8,0.106757,5.81081e-06,1.99804e+06
0.8,0.106757,5.94595e-06,1.97446e+06
0.8,0.106757,6.08108e-06,1.94508e+06
0.8,0.106757,6.21622e-06,1.89155e+06
0.8,0.106757,6.35135e-06,1.84593e+06
0.8,0.106757,6.48649e-06,1.81373e+06
0.8,0.106757,6.62162e-06,1.7896e+06
0.8,0.106757,6.75676e-06,1.76413e+06
0.8,0.106757,6.89189e-06,1.76692e+06
0.8,0.106757,7.02703e-06,1.69868e+06
0.8,0.106757,7.16216e-06,1.72169e+06
0.8,0.106757,7.2973e-06,1.67432e+06
0.8,0.106757,7.43243e-06,1.62185e+06
0.8,0.106757,7.56757e-06,1.59229e+06
0.8,0.106757,7.7027e-06,1.58457e+06
0.8,0.106757,7.83784e-06,1.56163e+06
0.8,0.106757,7.97297e-06,1.5411e+06
0.8,0.106757,8.10811e-06,1.53766e+06
0.8,0.106757,8.24324e-06,1.47839e+06
0.8,0.106757,8.37838e-06,1.44971e+06
0.8,0.106757,8.51351e-06,1.45831e+06
0.8,0.106757,8.64865e-06,1.46222e+06
0.8,0.106757,8.78378e-06,1.42338e+06
0.8,0.106757,8.91892e-06,1.37208e+06
0.8,0.106757,9.05405e-06,1.37063e+06
0.8,0.106757,9.18919e-06,1.4042e+06
0.8,0.106757,9.32432e-06,1.34243e+06
0.8,0.106757,9.45946e-06,1.31806e+06
0.8,0.106757,9.59459e-06,1.32271e+06
0.8,0.106757,9.72973e-06,1.3143e+06
0.8,0.106757,9.86486e-06,1.30762e+06
0.8,0.106757,1e-05,1.28705e+06
0.8,0.106757,1.01351e-05,1.28434e+06
0.8,0.106757,1.02703e-05,1.25932e+06
0.8,0.106757,1.04054e-05,1.24347e+06
0.8,0.106757,1.05405e-05,1.21599e+06
0.8,0.106757,1.06757e-05,1.2151e+06
0.8,0.106757,1.08108e-05,1.22276e+06
0.8,0.106757,1.09459e-05,1.22562e+06
0.8,0.106757,1.10811e-05,1.15576e+06
0.8,0.106757,1.12162e-05,1.17909e+06
0.8,0.106757,1.13514e-05,1.14602e+06
0.8,0.106757,1.14865e-05,1.17381e+06
0.8,0.106757,1.16216e-05,1.13722e+06
0.8,0.106757,1.17568e-05,1.14564e+06
0.8,0.106757,1.18919e-05,1.08368e+06
0.8,0.106757,1.2027e-05,1.09528e+06
0.8,0.106757,1.21622e-05,1.07433e+06
0.8,0.106757,1.22973e-05,1.11681e+06
0.8,0.106757,1.24324e-05,1.11133e+06
0.8,0.106757,1.25676e-05,1.08037e+06
0.8,0.106757,1.27027e-05,1.04888e+06
0.8,0.106757,1.28378e-05,1.04689e+06
0.8,0.106757,1.2973e-05,1.09235e+06
0.8,0.106757,1.31081e-05,1.03894e+06
0.8,0.106757,1.32432e-05,1.05469e+06
0.8,0.106757,1.33784e-05,1.01216e+06
0.8,0.106757,1.35135e-05,999543
0.8,0.106757,1.36486e-05,1.01445e+06
0.8,0.106757,1.37838e-05,1.05538e+06
0.8,0.106757,1.39189e-05,1.00738e+06
0.8,0.106757,1.40541e-05,1.01427e+06
0.8,0.106757,1.41892e-05,954762
0.8,0.106757,1.43243e-05,987852
0.8,0.106757,1.44595e-05,967811
0.8,0.106757,1.45946e-05,989891
0.8,0.106757,1.47297e-05,958871
0.8,0.106757,1.48649e-05,922347
0.8,0.106757,1.5e-05,961487
0.8,0.109459,5e-06,2.29658e+06
0.8,0.109459,5.13514e-06,2.18985e+06
0.8,0.109459,5.27027e-06,2.14308e+06
0.8,0.109459,5.40541e-06,2.06405e+06
0.8,0.109459,5.54054e-06,2.08096e+06
0.8,0.109459,5.67568e-06,2.07609e+06
0.8,0.109459,5.81081e-06,2.0194e+06
0.8,0.109459,5.94595e-06,1.94684e+06
0.8,0.109459,6.08108e-06,1.91082e+06
0.8,0.109459,6.21622e-06,1.86344e+06
0.8,0.109459,6.35135e-06,1.86021e+06
0.8,0.109459,6.48649e-06,1.84047e+06
0.8,0.109459,6.62162e-06,1.77508e+06
0.8,0.109459,6.75676e-06,1.79238e+06
0.8,0.109459,6.89189e-06,1.72849e+06
0.8,0.109459,7.02703e-06,1.66381e+06
0.8,0.109459,7.16216e-06,1.67231e+06
0.8,0.109459,7.2973e-06,1.68616e+06
0.8,0.109459,7.43243e-06,1.59576e+06
0.8,0.109459,7.56757e-06,1.58847e+06
0.8,0.109459,7.7027e-06,1.58997e+06
0.8,0.109459,7.83784e-06,1.546e+06
0.8,0.109459,7.97297e-06,1.51628e+06
0.8,0.109459,8.10811e-06,1.53986e+06
0.8,0.109459,8.24324e-06,1.47453e+06
0.8,0.109459,8.37838e-06,1.46675e+06
0.8,0.109459,8.51351e-06,1.47721e+06
0.8,0.109459,8.64865e-06,1.43392e+06
0.8,0.109459,8.78378e-06,1.48171e+06
0.8,0.109459,8.91892e-06,1.41547e+06
0.8,0.109459,9.05405e-06,1.40842e+06
0.8,0.109459,9.18919e-06,1.37173e+06
0.8,0.109459,9.32432e-06,1.33448e+06
0.8,0.109459,9.45946e-06,1.37261e+06
0.8,0.109459,9.59459e-06,1.34988e+06
0.8,0.109459,9.72973e-06,1.33497e+06
0.8,0.109459,9.86486e-06,1.28114e+06
0.8,0.109459,1e-05,1.33338e+06
0.8,0.109459,1.01351e-05,1.27922e+06
0.8,0.109459,1.02703e-05,1.30835e+06
0.8,0.109459,1.04054e-05,1.26899e+06
0.8,0.109459,1.05405e-05,1.19218e+06
0.8,0.109459,1.06757e-05,1.25724e+06
0.8,0.109459,1.08108e-05,1.20971e+06
0.8,0.109459,1.09459e-05,1.19604e+06
0.8,0.109459,1.10811e-05,1.20408e+06
0.8,0.109459,1.12162e-05,1.20784e+06
0.8,0.109459,1.13514e-05,1.18354e+06
0.8,0.109459,1.14865e-05,1.14349e+06
0.8,0.109459,1.16216e-05,1.11099e+06
0.8,0.109459,1.17568e-05,1.13264e+06
0.8,0.109459,1.18919e-05,1.07689e+06
0.8,0.109459,1.2027e-05,1.14699e+06
0.8,0.109459,1.21622e-05,1.09223e+06
0.8,0.109459,1.22973e-05,1.0949e+06
0.8,0.109459,1.24324e-05,1.05402e+06
0.8,0.109459,1.25676e-05,1.10953e+06
0.8,0.109459,1.27027e-05,1.0987e+06
0.8,0.109459,1.28378e-05,1.02516e+06
0.8,0.109459,1.2973e-05,1.0654e+06
0.8,0.109459,1.31081e-05,1.04954e+06
0.8,0.109459,1.32432e-05,1.06344e+06
0.8,0.109459,1.33784e-05,1.04622e+06
0.8,0.109459,1.35135e-05,1.03789e+06
0.8,0.109459,1.36486e-05,991760
0.8,0.109459,1.37838e-05,1.03383e+06
0.8,0.109459,1.39189e-05,1.02167e+06
0.8,0.109459,1.40541e-05,991736
0.8,0.109459,1.41892e-05,1.00186e+06
0.8,0.109459,1.43243e-05,982288
0.8,0.109459,1.44595e-05,969326
0.8,0.109459,1.45946e-05,986397
0.8,0.109459,1.47297e-05,982296
0.8,0.109459,1.48649e-05,946643
0.8,0.109459,1.5e-05,998006
0.8,0.112162,5e-06,2.24517e+06
0.8,0.112162,5.13514e-06,2.239e+06
0.8,0.112162,5.27027e-06,2.16193e+06
0.8,0.112162,5.40541e-06,2.11851e+06
0.8,0.112162,5.54054e-06,2.08695e+06
0.8,0.112162,5.67568e-06,2.02903e+06
0.8,0.112162,5.81081e-06,2.00491e+06
0.8,0.112162,5.94595e-06,1.98446e+06
0.8,0.112162,6.08108e-06,1.92821e+06
0.8,0.112162,6.21622e-06,1.85542e+06
0.8,0.112162,6.35135e-06,1.83388e+06
0.8,0.112162,6.48649e-06,1.81229e+06
0.8,0.112162,6.62162e-06,1.77815e+06
0.8,0.112162,6.75676e-06,1.76058e+06
0.8,0.112162,6.89189e-06,1.7349e+06
0.8,0.112162,7.02703e-06,1.67794e+06
0.8,0.112162,7.16216e-06,1.67769e+06
0.8,0.112162,7.2973e-06,1.69723e+06
0.8,0.112162,7.43243e-06,1.62922e+06
0.8,0.112162,7.56757e-06,1.58683e+06
0.8,0.112162,7.7027e-06,1.60111e+06
0.8,0.112162,7.83784e-06,1.55154e+06
0.8,0.112162,7.97297e-06,1.51611e+06
0.8,0.112162,8.10811e-06,1.51775e+06
0.8,0.112162,8.24324e-06,1.49768e+06
0.8,0.112162,8.37838e-06,1.46145e+06
0.8,0.112162,8.51351e-06,1.46502e+06
0.8,0.112162,8.64865e-06,1.46511e+06
0.8,0.112162,8.78378e-06,1.42172e+06
0.8,0.112162,8.91892e-06,1.4232e+06
0.8,0.112162,9.05405e-06,1.38818e+06
0.8,0.112162,9.18919e-06,1.36389e+06
0.8,0.112162,9.32432e-06,1.37169e+06
0.8,0.112162,9.45946e-06,1.34664e+06
0.8,0.112162,9.59459e-06,1.29548e+06
0.8,0.112162,9.72973e-06,1.32932e+06
0.8,0.112162,9.86486e-06,1.28594e+06
0.8,0.112162,1e-05,1.30349e+06
0.8,0.112162,1.01351e-05,1.27282e+06
0.8,0.112162,1.02703e-05,1.24688e+06
0.8,0.112162,1.04054e-05,1.23768e+06
0.8,0.112162,1.05405e-05,1.28065e+06
0.8,0.112162,1.06757e-05,1.25086e+06
0.8,0.112162,1.08108e-05,1.21685e+06
0.8,0.112162,1.09459e-05,1.21817e+06
0.8,0.112162,1.10811e-05,1.2256e+06
0.8,0.112162,1.12162e-05,1.14645e+06
0.8,0.112162,1.13514e-05,1.15957e+06
0.8,0.112162,1.14865e-05,1.18784e+06
0.8,0.112162,1.16216e-05,1.19356e+06
0.8,0.112162,1.17568e-05,1.15846e+06
0.8,0.112162,1.18919e-05,1.11332e+06
0.8,0.112162,1.2027e-05,1.1279e+06
0.8,0.112162,1.21622e-05,1.10559e+06
0.8,0.112162,1.22973e-05,1.11141e+06
0.8,0.112162,1.24324e-05,1.08488e+06
0.8,0.112162,1.25676e-05,1.07523e+06
0.8,0.112162,1.27027e-05,1.03765e+06
0.8,0.112162,1.28378e-05,1.06839e+06
0.8,0.112162,1.2973e-05,1.00144e+06
0.8,0.112162,1.31081e-05,1.06359e+06
0.8,0.112162,1.32432e-05,1.07262e+06
0.8,0.112162,1.33784e-05,1.04538e+06
0.8,0.112162,1.35135e-05,1.03038e+06
0.8,0.112162,1.36486e-05,1.00182e+06
0.8,0.112162,1.37838e-05,1.02398e+06
0.8,0.112162,1.39189e-05,965307
0.8,0.112162,1.40541e-05,986650
0.8,0.112162,1.41892e-05,1.00094e+06
0.8,0.112162,1.43243e-05,978327
0.8,0.112162,1.44595e-05,973892
0.8,0.112162,1.45946e-05,973721
0.8,0.112162,1.47297e-05,989740
0.8,0.112162,1.48649e-05,945860
0.8,0.112162,1.5e-05,962910
0.8,0.114865,5e-06,2.28892e+06
0.8,0.114865,5.13514e-06,2.19153e+06
0.8,0.114865,5.27027e-06,2.1383e+06
0.8,0.114865,5.40541e-06,2.1018e+06
0.8,0.114865,5.54054e-06,2.04047e+06
0.8,0.114865,5.67568e-06,2.03582e+06
0.8,0.114865,5.81081e-06,1.99818e+06
0.8,0.114865,5.94595e-06,1.93566e+06
0.8,0.114865,6.08108e-06,1.90698e+06
0.8,0.114865,6.21622e-06,1.8608e+06
0.8,0.114865,6.35135e-06,1.82662e+06
0.8,0.114865,6.48649e-06,1.8218e+06
0.8,0.114865,6.62162e-06,1.75684e+06
0.8,0.114865,6.75676e-06,1.7824e+06
0.8,0.114865,6.89189e-06,1.73834e+06
0.8,0.114865,7.02703e-06,1.724e+06
0.8,0.114865,7.16216e-06,1.692e+06
0.8,0.114865,7.2973e-06,1.66006e+06
0.8,0.114865,7.43243e-06,1.63052e+06
0.8,0.114865,7.56757e-06,1.63836e+06
0.8,0.114865,7.7027e-06,1.59233e+06
0.8,0.114865,7.83784e-06,1.57491e+06
0.8,0.114865,7.97297e-06,1.52886e+06
0.8,0.114865,8.10811e-06,1.51294e+06
0.8,0.114865,8.24324e-06,1.51538e+06
0.8,0.114865,8.37838e-06,1.48148e+06
0.8,0.114865,8.51351e-06,1.49069e+06
0.8,0.114865,8.64865e-06,1.44499e+06
0.8,0.114865,8.78378e-06,1.45252e+06
0.8,0.114865,8.91892e-06,1.40355e+06
0.8,0.114865,9.05405e-06,1.36427e+06
0.8,0.114865,9.18919e-06,1.37913e+06
0.8,0.114865,9.32432e-06,1.36356e+06
0.8,0.114865,9.45946e-06,1.3258e+06
0.8,0.114865,9.59459e-06,1.35174e+06
0.8,0.114865,9.72973e-06,1.31077e+06
0.8,0.114865,9.86486e-06,1.29305e+06
0.8,0.114865,1e-05,1.28878e+06
0.8,0.114865,1.01351e-05,1.25853e+06
0.8,0.114865,1.02703e-05,1.27954e+06
0.8,0.114865,1.04054e-05,1.24845e+06
0.8,0.114865,1.05405e-05,1.23842e+06
0.8,0.114865,1.06757e-05,1.19329e+06
0.8,0.114865,1.08108e-05,1.24307e+06
