omega,alpha,beta,firm,price
0.8,0.225676,1.14865e-05,2,1.67511
0.8,0.225676,1.16216e-05,1,1.68336
0.8,0.225676,1.16216e-05,2,1.67585
0.8,0.225676,1.17568e-05,1,1.67311
0.8,0.225676,1.17568e-05,2,1.68587
0.8,0.225676,1.18919e-05,1,1.68778
0.8,0.225676,1.18919e-05,2,1.67619
0.8,0.225676,1.2027e-05,1,1.67907
0.8,0.225676,1.2027e-05,2,1.67435
0.8,0.225676,1.21622e-05,1,1.68235
0.8,0.225676,1.21622e-05,2,1.67079
0.8,0.225676,1.22973e-05,1,1.67946
0.8,0.225676,1.22973e-05,2,1.67885
0.8,0.225676,1.24324e-05,1,1.68293
0.8,0.225676,1.24324e-05,2,1.67356
0.8,0.225676,1.25676e-05,1,1.6835
0.8,0.225676,1.25676e-05,2,1.67354
0.8,0.225676,1.27027e-05,1,1.68052
0.8,0.225676,1.27027e-05,2,1.6766
0.8,0.225676,1.28378e-05,1,1.67642
0.8,0.225676,1.28378e-05,2,1.67641
0.8,0.225676,1.2973e-05,1,1.68
0.8,0.225676,1.2973e-05,2,1.67316
0.8,0.225676,1.31081e-05,1,1.67597
0.8,0.225676,1.31081e-05,2,1.67167
0.8,0.225676,1.32432e-05,1,1.67809
0.8,0.225676,1.32432e-05,2,1.68402
0.8,0.225676,1.33784e-05,1,1.67441
0.8,0.225676,1.33784e-05,2,1.67476
0.8,0.225676,1.35135e-05,1,1.68189
0.8,0.225676,1.35135e-05,2,1.67661
0.8,0.225676,1.36486e-05,1,1.68057
0.8,0.225676,1.36486e-05,2,1.67317
0.8,0.225676,1.37838e-05,1,1.6678
0.8,0.225676,1.37838e-05,2,1.68685
0.8,0.225676,1.39189e-05,1,1.66766
0.8,0.225676,1.39189e-05,2,1.6844
0.8,0.225676,1.40541e-05,1,1.67522
0.8,0.225676,1.40541e-05,2,1.68601
0.8,0.225676,1.41892e-05,1,1.69008
0.8,0.225676,1.41892e-05,2,1.67479
0.8,0.225676,1.43243e-05,1,1.67376
0.8,0.225676,1.43243e-05,2,1.69145
0.8,0.225676,1.44595e-05,1,1.68115
0.8,0.225676,1.44595e-05,2,1.67362
0.8,0.225676,1.45946e-05,1,1.68056
0.8,0.225676,1.45946e-05,2,1.67306
0.8,0.225676,1.47297e-05,1,1.67678
0.8,0.225676,1.47297e-05,2,1.68074
0.8,0.225676,1.48649e-05,1,1.67115
0.8,0.225676,1.48649e-05,2,1.67638
0.8,0.225676,1.5e-05,1,1.67766
0.8,0.225676,1.5e-05,2,1.67465
0.8,0.228378,5e-06,1,1.70024
0.8,0.228378,5e-06,2,1.68845
0.8,0.228378,5.13514e-06,1,1.70229
0.8,0.228378,5.13514e-06,2,1.68994
0.8,0.228378,5.27027e-06,1,1.69994
0.8,0.228378,5.27027e-06,2,1.68542
0.8,0.228378,5.40541e-06,1,1.68419
0.8,0.228378,5.40541e-06,2,1.69476
0.8,0.228378,5.54054e-06,1,1.69122
0.8,0.228378,5.54054e-06,2,1.68988
0.8,0.228378,5.67568e-06,1,1.68412
0.8,0.228378,5.67568e-06,2,1.69062
0.8,0.228378,5.81081e-06,1,1.69359
0.8,0.228378,5.81081e-06,2,1.68817
0.8,0.228378,5.94595e-06,1,1.69457
0.8,0.228378,5.94595e-06,2,1.68626
0.8,0.228378,6.08108e-06,1,1.68941
0.8,0.228378,6.08108e-06,2,1.68416
0.8,0.228378,6.21622e-06,1,1.68879
0.8,0.228378,6.21622e-06,2,1.68859
0.8,0.228378,6.35135e-06,1,1.69576
0.8,0.228378,6.35135e-06,2,1.67666
0.8,0.228378,6.48649e-06,1,1.69034
0.8,0.228378,6.48649e-06,2,1.68751
0.8,0.228378,6.62162e-06,1,1.6925
0.8,0.228378,6.62162e-06,2,1.6951
0.8,0.228378,6.75676e-06,1,1.69388
0.8,0.228378,6.75676e-06,2,1.68073
0.8,0.228378,6.89189e-06,1,1.67795
0.8,0.228378,6.89189e-06,2,1.68996
0.8,0.228378,7.02703e-06,1,1.67652
0.8,0.228378,7.02703e-06,2,1.68928
0.8,0.228378,7.16216e-06,1,1.69
0.8,0.228378,7.16216e-06,2,1.68406
0.8,0.228378,7.2973e-06,1,1.67962
0.8,0.228378,7.2973e-06,2,1.67814
0.8,0.228378,7.43243e-06,1,1.68309
0.8,0.228378,7.43243e-06,2,1.69106
0.8,0.228378,7.56757e-06,1,1.68621
0.8,0.228378,7.56757e-06,2,1.68652
0.8,0.228378,7.7027e-06,1,1.69231
0.8,0.228378,7.7027e-06,2,1.68703
0.8,0.228378,7.83784e-06,1,1.67629
0.8,0.228378,7.83784e-06,2,1.68013
0.8,0.228378,7.97297e-06,1,1.68557
0.8,0.228378,7.97297e-06,2,1.68723
0.8,0.228378,8.10811e-06,1,1.68816
0.8,0.228378,8.10811e-06,2,1.68716
0.8,0.228378,8.24324e-06,1,1.68136
0.8,0.228378,8.24324e-06,2,1.68294
0.8,0.228378,8.37838e-06,1,1.67716
0.8,0.228378,8.37838e-06,2,1.68817
0.8,0.228378,8.51351e-06,1,1.69435
0.8,0.228378,8.51351e-06,2,1.67573
0.8,0.228378,8.64865e-06,1,1.69356
0.8,0.228378,8.64865e-06,2,1.67106
0.8,0.228378,8.78378e-06,1,1.68001
0.8,0.228378,8.78378e-06,2,1.67926
0.8,0.228378,8.91892e-06,1,1.68021
0.8,0.228378,8.91892e-06,2,1.67842
0.8,0.228378,9.05405e-06,1,1.67569
0.8,0.228378,9.05405e-06,2,1.68654
0.8,0.228378,9.18919e-06,1,1.68713
0.8,0.228378,9.18919e-06,2,1.68342
0.8,0.228378,9.32432e-06,1,1.69075
0.8,0.228378,9.32432e-06,2,1.68611
0.8,0.228378,9.45946e-06,1,1.68248
0.8,0.228378,9.45946e-06,2,1.68259
0.8,0.228378,9.59459e-06,1,1.68034
0.8,0.228378,9.59459e-06,2,1.67578
0.8,0.228378,9.72973e-06,1,1.68518
0.8,0.228378,9.72973e-06,2,1.68668
0.8,0.228378,9.86486e-06,1,1.6962
0.8,0.228378,9.86486e-06,2,1.67105
0.8,0.228378,1e-05,1,1.68923
0.8,0.228378,1e-05,2,1.68662
0.8,0.228378,1.01351e-05,1,1.68668
0.8,0.228378,1.01351e-05,2,1.67822
0.8,0.228378,1.02703e-05,1,1.67797
0.8,0.228378,1.02703e-05,2,1.68631
0.8,0.228378,1.04054e-05,1,1.68178
0.8,0.228378,1.04054e-05,2,1.68
0.8,0.228378,1.05405e-05,1,1.68975
0.8,0.228378,1.05405e-05,2,1.67903
0.8,0.228378,1.06757e-05,1,1.6771
0.8,0.228378,1.06757e-05,2,1.68731
0.8,0.228378,1.08108e-05,1,1.68251
0.8,0.228378,1.08108e-05,2,1.677
0.8,0.228378,1.09459e-05,1,1.6813
0.8,0.228378,1.09459e-05,2,1.68317
0.8,0.228378,1.10811e-05,1,1.67079
0.8,0.228378,1.10811e-05,2,1.67695
0.8,0.228378,1.12162e-05,1,1.68037
0.8,0.228378,1.12162e-05,2,1.68564
0.8,0.228378,1.13514e-05,1,1.67921
0.8,0.228378,1.13514e-05,2,1.67008
0.8,0.228378,1.14865e-05,1,1.68016
0.8,0.228378,1.14865e-05,2,1.67009
0.8,0.228378,1.16216e-05,1,1.67677
0.8,0.228378,1.16216e-05,2,1.67943
0.8,0.228378,1.17568e-05,1,1.6823
0.8,0.228378,1.17568e-05,2,1.66786
0.8,0.228378,1.18919e-05,1,1.68416
0.8,0.228378,1.18919e-05,2,1.6728
0.8,0.228378,1.2027e-05,1,1.68154
0.8,0.228378,1.2027e-05,2,1.67369
0.8,0.228378,1.21622e-05,1,1.66981
0.8,0.228378,1.21622e-05,2,1.67598
0.8,0.228378,1.22973e-05,1,1.68211
0.8,0.228378,1.22973e-05,2,1.67226
0.8,0.228378,1.24324e-05,1,1.67797
0.8,0.228378,1.24324e-05,2,1.67607
0.8,0.228378,1.25676e-05,1,1.67859
0.8,0.228378,1.25676e-05,2,1.68081
0.8,0.228378,1.27027e-05,1,1.69273
0.8,0.228378,1.27027e-05,2,1.67627
0.8,0.228378,1.28378e-05,1,1.68198
0.8,0.228378,1.28378e-05,2,1.68223
0.8,0.228378,1.2973e-05,1,1.68045
0.8,0.228378,1.2973e-05,2,1.67518
0.8,0.228378,1.31081e-05,1,1.67136
0.8,0.228378,1.31081e-05,2,1.66988
0.8,0.228378,1.32432e-05,1,1.67865
0.8,0.228378,1.32432e-05,2,1.67216
0.8,0.228378,1.33784e-05,1,1.68844
0.8,0.228378,1.33784e-05,2,1.67036
0.8,0.228378,1.35135e-05,1,1.6855
0.8,0.228378,1.35135e-05,2,1.67486
0.8,0.228378,1.36486e-05,1,1.67825
0.8,0.228378,1.36486e-05,2,1.66707
0.8,0.228378,1.37838e-05,1,1.67922
0.8,0.228378,1.37838e-05,2,1.67435
0.8,0.228378,1.39189e-05,1,1.68353
0.8,0.228378,1.39189e-05,2,1.67146
0.8,0.228378,1.40541e-05,1,1.67857
0.8,0.228378,1.40541e-05,2,1.676
0.8,0.228378,1.41892e-05,1,1.67674
0.8,0.228378,1.41892e-05,2,1.67607
0.8,0.228378,1.43243e-05,1,1.68912
0.8,0.228378,1.43243e-05,2,1.67826
0.8,0.228378,1.44595e-05,1,1.67984
0.8,0.228378,1.44595e-05,2,1.67339
0.8,0.228378,1.45946e-05,1,1.66301
0.8,0.228378,1.45946e-05,2,1.67701
0.8,0.228378,1.47297e-05,1,1.67569
0.8,0.228378,1.47297e-05,2,1.67763
0.8,0.228378,1.48649e-05,1,1.67397
0.8,0.228378,1.48649e-05,2,1.68439
0.8,0.228378,1.5e-05,1,1.67693
0.8,0.228378,1.5e-05,2,1.67409
0.8,0.231081,5e-06,1,1.69437
0.8,0.231081,5e-06,2,1.69231
0.8,0.231081,5.13514e-06,1,1.69019
0.8,0.231081,5.13514e-06,2,1.68623
0.8,0.231081,5.27027e-06,1,1.69604
0.8,0.231081,5.27027e-06,2,1.69543
0.8,0.231081,5.40541e-06,1,1.68799
0.8,0.231081,5.40541e-06,2,1.6955
0.8,0.231081,5.54054e-06,1,1.68709
0.8,0.231081,5.54054e-06,2,1.68875
0.8,0.231081,5.67568e-06,1,1.68839
0.8,0.231081,5.67568e-06,2,1.68893
0.8,0.231081,5.81081e-06,1,1.70042
0.8,0.231081,5.81081e-06,2,1.68054
0.8,0.231081,5.94595e-06,1,1.68652
0.8,0.231081,5.94595e-06,2,1.6944
0.8,0.231081,6.08108e-06,1,1.68672
0.8,0.231081,6.08108e-06,2,1.68532
0.8,0.231081,6.21622e-06,1,1.67802
0.8,0.231081,6.21622e-06,2,1.68858
0.8,0.231081,6.35135e-06,1,1.69694
0.8,0.231081,6.35135e-06,2,1.68886
0.8,0.231081,6.48649e-06,1,1.69261
0.8,0.231081,6.48649e-06,2,1.68992
0.8,0.231081,6.62162e-06,1,1.67966
0.8,0.231081,6.62162e-06,2,1.69068
0.8,0.231081,6.75676e-06,1,1.68733
0.8,0.231081,6.75676e-06,2,1.6876
0.8,0.231081,6.89189e-06,1,1.68853
0.8,0.231081,6.89189e-06,2,1.67986
0.8,0.231081,7.02703e-06,1,1.68025
0.8,0.231081,7.02703e-06,2,1.68706
0.8,0.231081,7.16216e-06,1,1.68962
0.8,0.231081,7.16216e-06,2,1.6883
0.8,0.231081,7.2973e-06,1,1.67739
0.8,0.231081,7.2973e-06,2,1.69399
0.8,0.231081,7.43243e-06,1,1.68812
0.8,0.231081,7.43243e-06,2,1.6879
0.8,0.231081,7.56757e-06,1,1.68107
0.8,0.231081,7.56757e-06,2,1.68869
0.8,0.231081,7.7027e-06,1,1.68936
0.8,0.231081,7.7027e-06,2,1.69177
0.8,0.231081,7.83784e-06,1,1.68836
0.8,0.231081,7.83784e-06,2,1.67925
0.8,0.231081,7.97297e-06,1,1.68465
0.8,0.231081,7.97297e-06,2,1.68985
0.8,0.231081,8.10811e-06,1,1.68846
0.8,0.231081,8.10811e-06,2,1.682
0.8,0.231081,8.24324e-06,1,1.67686
0.8,0.231081,8.24324e-06,2,1.68831
0.8,0.231081,8.37838e-06,1,1.67955
0.8,0.231081,8.37838e-06,2,1.69388
0.8,0.231081,8.51351e-06,1,1.69576
0.8,0.231081,8.51351e-06,2,1.6825
0.8,0.231081,8.64865e-06,1,1.6896
0.8,0.231081,8.64865e-06,2,1.67523
0.8,0.231081,8.78378e-06,1,1.68835
0.8,0.231081,8.78378e-06,2,1.68414
0.8,0.231081,8.91892e-06,1,1.68197
0.8,0.231081,8.91892e-06,2,1.68563
0.8,0.231081,9.05405e-06,1,1.67915
0.8,0.231081,9.05405e-06,2,1.6954
0.8,0.231081,9.18919e-06,1,1.6799
0.8,0.231081,9.18919e-06,2,1.68968
0.8,0.231081,9.32432e-06,1,1.69105
0.8,0.231081,9.32432e-06,2,1.69901
0.8,0.231081,9.45946e-06,1,1.68346
0.8,0.231081,9.45946e-06,2,1.6802
0.8,0.231081,9.59459e-06,1,1.67657
0.8,0.231081,9.59459e-06,2,1.69194
0.8,0.231081,9.72973e-06,1,1.67697
0.8,0.231081,9.72973e-06,2,1.69929
0.8,0.231081,9.86486e-06,1,1.67299
0.8,0.231081,9.86486e-06,2,1.68497
0.8,0.231081,1e-05,1,1.67595
0.8,0.231081,1e-05,2,1.68233
0.8,0.231081,1.01351e-05,1,1.69449
0.8,0.231081,1.01351e-05,2,1.67167
0.8,0.231081,1.02703e-05,1,1.68179
0.8,0.231081,1.02703e-05,2,1.69293
0.8,0.231081,1.04054e-05,1,1.6895
0.8,0.231081,1.04054e-05,2,1.6777
0.8,0.231081,1.05405e-05,1,1.68538
0.8,0.231081,1.05405e-05,2,1.6753
0.8,0.231081,1.06757e-05,1,1.67277
0.8,0.231081,1.06757e-05,2,1.68522
0.8,0.231081,1.08108e-05,1,1.68349
0.8,0.231081,1.08108e-05,2,1.6773
0.8,0.231081,1.09459e-05,1,1.68057
0.8,0.231081,1.09459e-05,2,1.67628
0.8,0.231081,1.10811e-05,1,1.67916
0.8,0.231081,1.10811e-05,2,1.68642
0.8,0.231081,1.12162e-05,1,1.68943
0.8,0.231081,1.12162e-05,2,1.67877
0.8,0.231081,1.13514e-05,1,1.67136
0.8,0.231081,1.13514e-05,2,1.68446
0.8,0.231081,1.14865e-05,1,1.67755
0.8,0.231081,1.14865e-05,2,1.67915
0.8,0.231081,1.16216e-05,1,1.68222
0.8,0.231081,1.16216e-05,2,1.6757
0.8,0.231081,1.17568e-05,1,1.68505
0.8,0.231081,1.17568e-05,2,1.66626
0.8,0.231081,1.18919e-05,1,1.68694
0.8,0.231081,1.18919e-05,2,1.67785
0.8,0.231081,1.2027e-05,1,1.67803
0.8,0.231081,1.2027e-05,2,1.6817
0.8,0.231081,1.21622e-05,1,1.67281
0.8,0.231081,1.21622e-05,2,1.68647
0.8,0.231081,1.22973e-05,1,1.67053
0.8,0.231081,1.22973e-05,2,1.6801
0.8,0.231081,1.24324e-05,1,1.66715
0.8,0.231081,1.24324e-05,2,1.68286
0.8,0.231081,1.25676e-05,1,1.66591
0.8,0.231081,1.25676e-05,2,1.68403
0.8,0.231081,1.27027e-05,1,1.68031
0.8,0.231081,1.27027e-05,2,1.67849
0.8,0.231081,1.28378e-05,1,1.68743
0.8,0.231081,1.28378e-05,2,1.66931
0.8,0.231081,1.2973e-05,1,1.68148
0.8,0.231081,1.2973e-05,2,1.68313
0.8,0.231081,1.31081e-05,1,1.67749
0.8,0.231081,1.31081e-05,2,1.67457
0.8,0.231081,1.32432e-05,1,1.67484
0.8,0.231081,1.32432e-05,2,1.67795
0.8,0.231081,1.33784e-05,1,1.67551
0.8,0.231081,1.33784e-05,2,1.6759
0.8,0.231081,1.35135e-05,1,1.66943
0.8,0.231081,1.35135e-05,2,1.68074
0.8,0.231081,1.36486e-05,1,1.67406
0.8,0.231081,1.36486e-05,2,1.67909
0.8,0.231081,1.37838e-05,1,1.67479
0.8,0.231081,1.37838e-05,2,1.67553
0.8,0.231081,1.39189e-05,1,1.67221
0.8,0.231081,1.39189e-05,2,1.67802
0.8,0.231081,1.40541e-05,1,1.67562
0.8,0.231081,1.40541e-05,2,1.67152
0.8,0.231081,1.41892e-05,1,1.67531
0.8,0.231081,1.41892e-05,2,1.67684
0.8,0.231081,1.43243e-05,1,1.67756
0.8,0.231081,1.43243e-05,2,1.67597
0.8,0.231081,1.44595e-05,1,1.68068
0.8,0.231081,1.44595e-05,2,1.67038
0.8,0.231081,1.45946e-05,1,1.67149
0.8,0.231081,1.45946e-05,2,1.68313
0.8,0.231081,1.47297e-05,1,1.67128
0.8,0.231081,1.47297e-05,2,1.67632
0.8,0.231081,1.48649e-05,1,1.66506
0.8,0.231081,1.48649e-05,2,1.66799
0.8,0.231081,1.5e-05,1,1.6757
0.8,0.231081,1.5e-05,2,1.66964
0.8,0.233784,5e-06,1,1.69882
0.8,0.233784,5e-06,2,1.69457
0.8,0.233784,5.13514e-06,1,1.68983
0.8,0.233784,5.13514e-06,2,1.6958
0.8,0.233784,5.27027e-06,1,1.6956
0.8,0.233784,5.27027e-06,2,1.69109
0.8,0.233784,5.40541e-06,1,1.69217
0.8,0.233784,5.40541e-06,2,1.69146
0.8,0.233784,5.54054e-06,1,1.68565
0.8,0.233784,5.54054e-06,2,1.68927
0.8,0.233784,5.67568e-06,1,1.68438
0.8,0.233784,5.67568e-06,2,1.69135
0.8,0.233784,5.81081e-06,1,1.68299
0.8,0.233784,5.81081e-06,2,1.68318
0.8,0.233784,5.94595e-06,1,1.69533
0.8,0.233784,5.94595e-06,2,1.67499
0.8,0.233784,6.08108e-06,1,1.6872
0.8,0.233784,6.08108e-06,2,1.68679
0.8,0.233784,6.21622e-06,1,1.68321
0.8,0.233784,6.21622e-06,2,1.69053
0.8,0.233784,6.35135e-06,1,1.69086
0.8,0.233784,6.35135e-06,2,1.68533
0.8,0.233784,6.48649e-06,1,1.68442
0.8,0.233784,6.48649e-06,2,1.69285
0.8,0.233784,6.62162e-06,1,1.70047
0.8,0.233784,6.62162e-06,2,1.68208
0.8,0.233784,6.75676e-06,1,1.68435
0.8,0.233784,6.75676e-06,2,1.68514
0.8,0.233784,6.89189e-06,1,1.68047
0.8,0.233784,6.89189e-06,2,1.68521
0.8,0.233784,7.02703e-06,1,1.68171
0.8,0.233784,7.02703e-06,2,1.68966
0.8,0.233784,7.16216e-06,1,1.68474
0.8,0.233784,7.16216e-06,2,1.69206
0.8,0.233784,7.2973e-06,1,1.68958
0.8,0.233784,7.2973e-06,2,1.6876
0.8,0.233784,7.43243e-06,1,1.67936
0.8,0.233784,7.43243e-06,2,1.67605
0.8,0.233784,7.56757e-06,1,1.6838
0.8,0.233784,7.56757e-06,2,1.67982
0.8,0.233784,7.7027e-06,1,1.68103
0.8,0.233784,7.7027e-06,2,1.68013
0.8,0.233784,7.83784e-06,1,1.69317
0.8,0.233784,7.83784e-06,2,1.68116
0.8,0.233784,7.97297e-06,1,1.69458
0.8,0.233784,7.97297e-06,2,1.68395
0.8,0.233784,8.10811e-06,1,1.69186
0.8,0.233784,8.10811e-06,2,1.69071
0.8,0.233784,8.24324e-06,1,1.69112
0.8,0.233784,8.24324e-06,2,1.68629
0.8,0.233784,8.37838e-06,1,1.68705
0.8,0.233784,8.37838e-06,2,1.68481
0.8,0.233784,8.51351e-06,1,1.67741
0.8,0.233784,8.51351e-06,2,1.68804
0.8,0.233784,8.64865e-06,1,1.69092
0.8,0.233784,8.64865e-06,2,1.68415
0.8,0.233784,8.78378e-06,1,1.68368
0.8,0.233784,8.78378e-06,2,1.68699
0.8,0.233784,8.91892e-06,1,1.68361
0.8,0.233784,8.91892e-06,2,1.67761
0.8,0.233784,9.05405e-06,1,1.68297
0.8,0.233784,9.05405e-06,2,1.69395
0.8,0.233784,9.18919e-06,1,1.68107
0.8,0.233784,9.18919e-06,2,1.68184
0.8,0.233784,9.32432e-06,1,1.69089
0.8,0.233784,9.32432e-06,2,1.67866
0.8,0.233784,9.45946e-06,1,1.68015
0.8,0.233784,9.45946e-06,2,1.68173
0.8,0.233784,9.59459e-06,1,1.68639
0.8,0.233784,9.59459e-06,2,1.67796
0.8,0.233784,9.72973e-06,1,1.68116
0.8,0.233784,9.72973e-06,2,1.68339
0.8,0.233784,9.86486e-06,1,1.69507
0.8,0.233784,9.86486e-06,2,1.67805
0.8,0.233784,1e-05,1,1.68117
0.8,0.233784,1e-05,2,1.69645
0.8,0.233784,1.01351e-05,1,1.68089
0.8,0.233784,1.01351e-05,2,1.69354
0.8,0.233784,1.02703e-05,1,1.68198
0.8,0.233784,1.02703e-05,2,1.69794
0.8,0.233784,1.04054e-05,1,1.68318
0.8,0.233784,1.04054e-05,2,1.68474
0.8,0.233784,1.05405e-05,1,1.66923
0.8,0.233784,1.05405e-05,2,1.68879
0.8,0.233784,1.06757e-05,1,1.67474
0.8,0.233784,1.06757e-05,2,1.68578
0.8,0.233784,1.08108e-05,1,1.67247
0.8,0.233784,1.08108e-05,2,1.67943
0.8,0.233784,1.09459e-05,1,1.68682
0.8,0.233784,1.09459e-05,2,1.67448
0.8,0.233784,1.10811e-05,1,1.68427
0.8,0.233784,1.10811e-05,2,1.67955
0.8,0.233784,1.12162e-05,1,1.6711
0.8,0.233784,1.12162e-05,2,1.68601
0.8,0.233784,1.13514e-05,1,1.68468
0.8,0.233784,1.13514e-05,2,1.673
0.8,0.233784,1.14865e-05,1,1.67691
0.8,0.233784,1.14865e-05,2,1.67564
0.8,0.233784,1.16216e-05,1,1.67813
0.8,0.233784,1.16216e-05,2,1.67812
0.8,0.233784,1.17568e-05,1,1.67713
0.8,0.233784,1.17568e-05,2,1.68091
0.8,0.233784,1.18919e-05,1,1.67629
0.8,0.233784,1.18919e-05,2,1.67824
0.8,0.233784,1.2027e-05,1,1.68021
0.8,0.233784,1.2027e-05,2,1.68679
0.8,0.233784,1.21622e-05,1,1.67344
0.8,0.233784,1.21622e-05,2,1.68236
0.8,0.233784,1.22973e-05,1,1.67566
0.8,0.233784,1.22973e-05,2,1.68221
0.8,0.233784,1.24324e-05,1,1.67384
0.8,0.233784,1.24324e-05,2,1.66727
0.8,0.233784,1.25676e-05,1,1.68366
0.8,0.233784,1.25676e-05,2,1.66468
0.8,0.233784,1.27027e-05,1,1.69084
0.8,0.233784,1.27027e-05,2,1.66545
0.8,0.233784,1.28378e-05,1,1.67294
0.8,0.233784,1.28378e-05,2,1.6749
0.8,0.233784,1.2973e-05,1,1.6729
0.8,0.233784,1.2973e-05,2,1.67701
0.8,0.233784,1.31081e-05,1,1.68332
0.8,0.233784,1.31081e-05,2,1.67783
0.8,0.233784,1.32432e-05,1,1.6821
0.8,0.233784,1.32432e-05,2,1.67032
0.8,0.233784,1.33784e-05,1,1.67807
0.8,0.233784,1.33784e-05,2,1.67418
0.8,0.233784,1.35135e-05,1,1.67947
0.8,0.233784,1.35135e-05,2,1.67143
0.8,0.233784,1.36486e-05,1,1.67645
0.8,0.233784,1.36486e-05,2,1.69042
0.8,0.233784,1.37838e-05,1,1.67411
0.8,0.233784,1.37838e-05,2,1.69099
0.8,0.233784,1.39189e-05,1,1.66679
0.8,0.233784,1.39189e-05,2,1.68294
0.8,0.233784,1.40541e-05,1,1.66826
0.8,0.233784,1.40541e-05,2,1.67429
0.8,0.233784,1.41892e-05,1,1.67757
0.8,0.233784,1.41892e-05,2,1.68356
0.8,0.233784,1.43243e-05,1,1.67707
0.8,0.233784,1.43243e-05,2,1.67665
0.8,0.233784,1.44595e-05,1,1.67542
0.8,0.233784,1.44595e-05,2,1.67281
0.8,0.233784,1.45946e-05,1,1.67631
0.8,0.233784,1.45946e-05,2,1.67725
0.8,0.233784,1.47297e-05,1,1.66265
0.8,0.233784,1.47297e-05,2,1.68432
0.8,0.233784,1.48649e-05,1,1.66163
0.8,0.233784,1.48649e-05,2,1.67505
0.8,0.233784,1.5e-05,1,1.67027
0.8,0.233784,1.5e-05,2,1.68244
0.8,0.236486,5e-06,1,1.68916
0.8,0.236486,5e-06,2,1.70309
0.8,0.236486,5.13514e-06,1,1.69396
0.8,0.236486,5.13514e-06,2,1.70011
0.8,0.236486,5.27027e-06,1,1.68264
0.8,0.236486,5.27027e-06,2,1.70295
0.8,0.236486,5.40541e-06,1,1.68635
0.8,0.236486,5.40541e-06,2,1.68416
0.8,0.236486,5.54054e-06,1,1.69252
0.8,0.236486,5.54054e-06,2,1.69574
0.8,0.236486,5.67568e-06,1,1.69335
0.8,0.236486,5.67568e-06,2,1.6799
0.8,0.236486,5.81081e-06,1,1.69051
0.8,0.236486,5.81081e-06,2,1.68716
0.8,0.236486,5.94595e-06,1,1.68648
0.8,0.236486,5.94595e-06,2,1.68644
0.8,0.236486,6.08108e-06,1,1.69026
0.8,0.236486,6.08108e-06,2,1.68466
0.8,0.236486,6.21622e-06,1,1.68428
0.8,0.236486,6.21622e-06,2,1.68146
0.8,0.236486,6.35135e-06,1,1.67848
0.8,0.236486,6.35135e-06,2,1.69043
0.8,0.236486,6.48649e-06,1,1.68342
0.8,0.236486,6.48649e-06,2,1.68165
0.8,0.236486,6.62162e-06,1,1.68522
0.8,0.236486,6.62162e-06,2,1.68212
0.8,0.236486,6.75676e-06,1,1.6876
0.8,0.236486,6.75676e-06,2,1.6867
0.8,0.236486,6.89189e-06,1,1.68779
0.8,0.236486,6.89189e-06,2,1.6758
0.8,0.236486,7.02703e-06,1,1.69668
0.8,0.236486,7.02703e-06,2,1.688
0.8,0.236486,7.16216e-06,1,1.68583
0.8,0.236486,7.16216e-06,2,1.69291
0.8,0.236486,7.2973e-06,1,1.68404
0.8,0.236486,7.2973e-06,2,1.68325
0.8,0.236486,7.43243e-06,1,1.69684
0.8,0.236486,7.43243e-06,2,1.67893
0.8,0.236486,7.56757e-06,1,1.68859
0.8,0.236486,7.56757e-06,2,1.68288
0.8,0.236486,7.7027e-06,1,1.68641
0.8,0.236486,7.7027e-06,2,1.68719
0.8,0.236486,7.83784e-06,1,1.68596
0.8,0.236486,7.83784e-06,2,1.68767
0.8,0.236486,7.97297e-06,1,1.67132
0.8,0.236486,7.97297e-06,2,1.68919
0.8,0.236486,8.10811e-06,1,1.68469
0.8,0.236486,8.10811e-06,2,1.69125
0.8,0.236486,8.24324e-06,1,1.67955
0.8,0.236486,8.24324e-06,2,1.68234
0.8,0.236486,8.37838e-06,1,1.67845
0.8,0.236486,8.37838e-06,2,1.69022
0.8,0.236486,8.51351e-06,1,1.6856
0.8,0.236486,8.51351e-06,2,1.69468
0.8,0.236486,8.64865e-06,1,1.68714
0.8,0.236486,8.64865e-06,2,1.68339
0.8,0.236486,8.78378e-06,1,1.68865
0.8,0.236486,8.78378e-06,2,1.68043
0.8,0.236486,8.91892e-06,1,1.67752
0.8,0.236486,8.91892e-06,2,1.68548
0.8,0.236486,9.05405e-06,1,1.68549
0.8,0.236486,9.05405e-06,2,1.68327
0.8,0.236486,9.18919e-06,1,1.68267
0.8,0.236486,9.18919e-06,2,1.68125
0.8,0.236486,9.32432e-06,1,1.69734
0.8,0.236486,9.32432e-06,2,1.67816
0.8,0.236486,9.45946e-06,1,1.68003
0.8,0.236486,9.45946e-06,2,1.699
0.8,0.236486,9.59459e-06,1,1.68007
0.8,0.236486,9.59459e-06,2,1.68849
0.8,0.236486,9.72973e-06,1,1.67852
0.8,0.236486,9.72973e-06,2,1.68196
0.8,0.236486,9.86486e-06,1,1.68972
0.8,0.236486,9.86486e-06,2,1.67497
0.8,0.236486,1e-05,1,1.68248
0.8,0.236486,1e-05,2,1.69042
0.8,0.236486,1.01351e-05,1,1.68901
0.8,0.236486,1.01351e-05,2,1.69032
0.8,0.236486,1.02703e-05,1,1.6899
0.8,0.236486,1.02703e-05,2,1.67494
0.8,0.236486,1.04054e-05,1,1.67904
0.8,0.236486,1.04054e-05,2,1.67446
