omega,gamma,theta_1,action,Count
0.8,0.89899,0.9,1,0.208767
0.8,0.89899,0.9,2,0.349258
0.8,0.89899,0.9,3,0.120038
0.8,0.89899,0.9,4,0.321937
0.8,0.89899,1,1,0.248544
0.8,0.89899,1,2,0.292976
0.8,0.89899,1,3,0.186175
0.8,0.89899,1,4,0.272305
0.8,0.89899,1.1,1,0.215307
0.8,0.89899,1.1,2,0.340919
0.8,0.89899,1.1,3,0.156868
0.8,0.89899,1.1,4,0.286906
0.8,0.909091,0.9,1,0.239588
0.8,0.909091,0.9,2,0.324309
0.8,0.909091,0.9,3,0.163109
0.8,0.909091,0.9,4,0.272994
0.8,0.909091,1,1,0.235763
0.8,0.909091,1,2,0.313926
0.8,0.909091,1,3,0.16525
0.8,0.909091,1,4,0.28506
0.8,0.909091,1.1,1,0.246435
0.8,0.909091,1.1,2,0.300619
0.8,0.909091,1.1,3,0.200403
0.8,0.909091,1.1,4,0.252543
0.8,0.919192,0.9,1,0.245069
0.8,0.919192,0.9,2,0.303764
0.8,0.919192,0.9,3,0.14614
0.8,0.919192,0.9,4,0.305026
0.8,0.919192,1,1,0.241634
0.8,0.919192,1,2,0.301212
0.8,0.919192,1,3,0.187842
0.8,0.919192,1,4,0.269312
0.8,0.919192,1.1,1,0.232428
0.8,0.919192,1.1,2,0.299968
0.8,0.919192,1.1,3,0.216033
0.8,0.919192,1.1,4,0.251571
0.8,0.929293,0.9,1,0.219657
0.8,0.929293,0.9,2,0.339458
0.8,0.929293,0.9,3,0.183014
0.8,0.929293,0.9,4,0.257871
0.8,0.929293,1,1,0.199573
0.8,0.929293,1,2,0.352124
0.8,0.929293,1,3,0.180358
0.8,0.929293,1,4,0.267945
0.8,0.929293,1.1,1,0.203396
0.8,0.929293,1.1,2,0.340646
0.8,0.929293,1.1,3,0.183938
0.8,0.929293,1.1,4,0.27202
0.8,0.939394,0.9,1,0.255653
0.8,0.939394,0.9,2,0.298346
0.8,0.939394,0.9,3,0.191747
0.8,0.939394,0.9,4,0.254253
0.8,0.939394,1,1,0.238596
0.8,0.939394,1,2,0.298755
0.8,0.939394,1,3,0.218102
0.8,0.939394,1,4,0.244547
0.8,0.939394,1.1,1,0.242976
0.8,0.939394,1.1,2,0.300001
0.8,0.939394,1.1,3,0.191123
0.8,0.939394,1.1,4,0.2659
0.8,0.949495,0.9,1,0.211985
0.8,0.949495,0.9,2,0.34831
0.8,0.949495,0.9,3,0.170595
0.8,0.949495,0.9,4,0.26911
0.8,0.949495,1,1,0.268856
0.8,0.949495,1,2,0.272586
0.8,0.949495,1,3,0.188281
0.8,0.949495,1,4,0.270277
0.8,0.949495,1.1,1,0.251946
0.8,0.949495,1.1,2,0.292876
0.8,0.949495,1.1,3,0.203067
0.8,0.949495,1.1,4,0.252111
0.8,0.959596,0.9,1,0.249228
0.8,0.959596,0.9,2,0.301089
0.8,0.959596,0.9,3,0.200843
0.8,0.959596,0.9,4,0.248839
0.8,0.959596,1,1,0.233978
0.8,0.959596,1,2,0.297456
0.8,0.959596,1,3,0.219383
0.8,0.959596,1,4,0.249183
0.8,0.959596,1.1,1,0.254487
0.8,0.959596,1.1,2,0.266767
0.8,0.959596,1.1,3,0.2305
0.8,0.959596,1.1,4,0.248246
0.8,0.969697,0.9,1,0.268604
0.8,0.969697,0.9,2,0.278679
0.8,0.969697,0.9,3,0.214884
0.8,0.969697,0.9,4,0.237833
0.8,0.969697,1,1,0.303705
0.8,0.969697,1,2,0.233274
0.8,0.969697,1,3,0.226006
0.8,0.969697,1,4,0.237015
0.8,0.969697,1.1,1,0.248838
0.8,0.969697,1.1,2,0.293018
0.8,0.969697,1.1,3,0.256306
0.8,0.969697,1.1,4,0.201838
0.8,0.979798,0.9,1,0.265005
0.8,0.979798,0.9,2,0.295036
0.8,0.979798,0.9,3,0.218438
0.8,0.979798,0.9,4,0.22152
0.8,0.979798,1,1,0.27271
0.8,0.979798,1,2,0.253729
0.8,0.979798,1,3,0.222998
0.8,0.979798,1,4,0.250563
0.8,0.979798,1.1,1,0.301986
0.8,0.979798,1.1,2,0.233693
0.8,0.979798,1.1,3,0.246912
0.8,0.979798,1.1,4,0.217408
0.8,0.989899,0.9,1,0.268445
0.8,0.989899,0.9,2,0.267568
0.8,0.989899,0.9,3,0.239207
0.8,0.989899,0.9,4,0.22478
0.8,0.989899,1,1,0.254404
0.8,0.989899,1,2,0.279296
0.8,0.989899,1,3,0.221112
0.8,0.989899,1,4,0.245188
0.8,0.989899,1.1,1,0.289627
0.8,0.989899,1.1,2,0.247495
0.8,0.989899,1.1,3,0.238588
0.8,0.989899,1.1,4,0.224289
0.8,1,0.9,1,0.242615
0.8,1,0.9,2,0.315588
0.8,1,0.9,3,0.21927
0.8,1,0.9,4,0.222527
0.8,1,1,1,0.244658
0.8,1,1,2,0.286876
0.8,1,1,3,0.229807
0.8,1,1,4,0.238659
0.8,1,1.1,1,0.280049
0.8,1,1.1,2,0.259822
0.8,1,1.1,3,0.255301
0.8,1,1.1,4,0.204828
1,0,0.9,1,0.194276
1,0,0.9,2,0.305508
1,0,0.9,3,0.237751
1,0,0.9,4,0.262465
1,0,1,1,0.194504
1,0,1,2,0.29023
1,0,1,3,0.25061
1,0,1,4,0.264656
1,0,1.1,1,0.231744
1,0,1.1,2,0.304814
1,0,1.1,3,0.205877
1,0,1.1,4,0.257566
1,0.010101,0.9,1,0.199869
1,0.010101,0.9,2,0.259758
1,0.010101,0.9,3,0.256899
1,0.010101,0.9,4,0.283474
1,0.010101,1,1,0.245281
1,0.010101,1,2,0.267633
1,0.010101,1,3,0.191674
1,0.010101,1,4,0.295412
1,0.010101,1.1,1,0.218565
1,0.010101,1.1,2,0.304623
1,0.010101,1.1,3,0.223669
1,0.010101,1.1,4,0.253143
1,0.020202,0.9,1,0.233294
1,0.020202,0.9,2,0.265749
1,0.020202,0.9,3,0.20932
1,0.020202,0.9,4,0.291637
1,0.020202,1,1,0.207217
1,0.020202,1,2,0.294741
1,0.020202,1,3,0.240982
1,0.020202,1,4,0.257059
1,0.020202,1.1,1,0.259429
1,0.020202,1.1,2,0.280077
1,0.020202,1.1,3,0.183398
1,0.020202,1.1,4,0.277096
1,0.030303,0.9,1,0.222471
1,0.030303,0.9,2,0.276831
1,0.030303,0.9,3,0.222297
1,0.030303,0.9,4,0.278401
1,0.030303,1,1,0.267369
1,0.030303,1,2,0.277773
1,0.030303,1,3,0.166392
1,0.030303,1,4,0.288465
1,0.030303,1.1,1,0.275304
1,0.030303,1.1,2,0.271869
1,0.030303,1.1,3,0.175562
1,0.030303,1.1,4,0.277265
1,0.040404,0.9,1,0.21792
1,0.040404,0.9,2,0.307278
1,0.040404,0.9,3,0.205484
1,0.040404,0.9,4,0.269318
1,0.040404,1,1,0.227593
1,0.040404,1,2,0.318512
1,0.040404,1,3,0.212331
1,0.040404,1,4,0.241563
1,0.040404,1.1,1,0.268474
1,0.040404,1.1,2,0.273795
1,0.040404,1.1,3,0.175635
1,0.040404,1.1,4,0.282096
1,0.0505051,0.9,1,0.222753
1,0.0505051,0.9,2,0.300621
1,0.0505051,0.9,3,0.218289
1,0.0505051,0.9,4,0.258336
1,0.0505051,1,1,0.26006
1,0.0505051,1,2,0.303339
1,0.0505051,1,3,0.176907
1,0.0505051,1,4,0.259695
1,0.0505051,1.1,1,0.270454
1,0.0505051,1.1,2,0.290552
1,0.0505051,1.1,3,0.177086
1,0.0505051,1.1,4,0.261908
1,0.0606061,0.9,1,0.241725
1,0.0606061,0.9,2,0.293159
1,0.0606061,0.9,3,0.187963
1,0.0606061,0.9,4,0.277153
1,0.0606061,1,1,0.255488
1,0.0606061,1,2,0.275499
1,0.0606061,1,3,0.206645
1,0.0606061,1,4,0.262368
1,0.0606061,1.1,1,0.25308
1,0.0606061,1.1,2,0.313713
1,0.0606061,1.1,3,0.189491
1,0.0606061,1.1,4,0.243716
1,0.0707071,0.9,1,0.199048
1,0.0707071,0.9,2,0.332278
1,0.0707071,0.9,3,0.234254
1,0.0707071,0.9,4,0.23442
1,0.0707071,1,1,0.260287
1,0.0707071,1,2,0.317996
1,0.0707071,1,3,0.183221
1,0.0707071,1,4,0.238496
1,0.0707071,1.1,1,0.254776
1,0.0707071,1.1,2,0.342789
1,0.0707071,1.1,3,0.196797
1,0.0707071,1.1,4,0.205637
1,0.0808081,0.9,1,0.21894
1,0.0808081,0.9,2,0.33928
1,0.0808081,0.9,3,0.201049
1,0.0808081,0.9,4,0.240731
1,0.0808081,1,1,0.267163
1,0.0808081,1,2,0.299561
1,0.0808081,1,3,0.166707
1,0.0808081,1,4,0.266569
1,0.0808081,1.1,1,0.284771
1,0.0808081,1.1,2,0.298021
1,0.0808081,1.1,3,0.166271
1,0.0808081,1.1,4,0.250937
1,0.0909091,0.9,1,0.20408
1,0.0909091,0.9,2,0.308253
1,0.0909091,0.9,3,0.233344
1,0.0909091,0.9,4,0.254323
1,0.0909091,1,1,0.255466
1,0.0909091,1,2,0.236664
1,0.0909091,1,3,0.197552
1,0.0909091,1,4,0.310318
1,0.0909091,1.1,1,0.320285
1,0.0909091,1.1,2,0.329549
1,0.0909091,1.1,3,0.114582
1,0.0909091,1.1,4,0.235584
1,0.10101,0.9,1,0.222909
1,0.10101,0.9,2,0.34045
1,0.10101,0.9,3,0.197072
1,0.10101,0.9,4,0.239569
1,0.10101,1,1,0.255147
1,0.10101,1,2,0.31946
1,0.10101,1,3,0.180824
1,0.10101,1,4,0.244568
1,0.10101,1.1,1,0.29514
1,0.10101,1.1,2,0.308259
1,0.10101,1.1,3,0.155054
1,0.10101,1.1,4,0.241548
1,0.111111,0.9,1,0.270522
1,0.111111,0.9,2,0.3323
1,0.111111,0.9,3,0.148628
1,0.111111,0.9,4,0.24855
1,0.111111,1,1,0.287369
1,0.111111,1,2,0.302995
1,0.111111,1,3,0.13862
1,0.111111,1,4,0.271016
1,0.111111,1.1,1,0.289609
1,0.111111,1.1,2,0.36604
1,0.111111,1.1,3,0.14433
1,0.111111,1.1,4,0.200021
1,0.121212,0.9,1,0.24938
1,0.121212,0.9,2,0.357047
1,0.121212,0.9,3,0.159954
1,0.121212,0.9,4,0.233619
1,0.121212,1,1,0.274667
1,0.121212,1,2,0.323079
1,0.121212,1,3,0.158008
1,0.121212,1,4,0.244245
1,0.121212,1.1,1,0.288977
1,0.121212,1.1,2,0.325709
1,0.121212,1.1,3,0.152344
1,0.121212,1.1,4,0.23297
1,0.131313,0.9,1,0.246284
1,0.131313,0.9,2,0.381302
1,0.131313,0.9,3,0.169141
1,0.131313,0.9,4,0.203273
1,0.131313,1,1,0.275827
1,0.131313,1,2,0.332379
1,0.131313,1,3,0.148863
1,0.131313,1,4,0.242931
1,0.131313,1.1,1,0.294421
1,0.131313,1.1,2,0.360602
1,0.131313,1.1,3,0.152522
1,0.131313,1.1,4,0.192455
1,0.141414,0.9,1,0.273342
1,0.141414,0.9,2,0.342239
1,0.141414,0.9,3,0.130506
1,0.141414,0.9,4,0.253912
1,0.141414,1,1,0.281218
1,0.141414,1,2,0.345728
1,0.141414,1,3,0.138374
1,0.141414,1,4,0.23468
1,0.141414,1.1,1,0.325956
1,0.141414,1.1,2,0.369047
1,0.141414,1.1,3,0.0995342
1,0.141414,1.1,4,0.205463
1,0.151515,0.9,1,0.279895
1,0.151515,0.9,2,0.394087
1,0.151515,0.9,3,0.106938
1,0.151515,0.9,4,0.21908
1,0.151515,1,1,0.279561
1,0.151515,1,2,0.390842
1,0.151515,1,3,0.142262
1,0.151515,1,4,0.187336
1,0.151515,1.1,1,0.282049
1,0.151515,1.1,2,0.325105
1,0.151515,1.1,3,0.163756
1,0.151515,1.1,4,0.22909
1,0.161616,0.9,1,0.227887
1,0.161616,0.9,2,0.392716
1,0.161616,0.9,3,0.182531
1,0.161616,0.9,4,0.196866
1,0.161616,1,1,0.273778
1,0.161616,1,2,0.38563
1,0.161616,1,3,0.141899
1,0.161616,1,4,0.198694
1,0.161616,1.1,1,0.274402
1,0.161616,1.1,2,0.377299
1,0.161616,1.1,3,0.165329
1,0.161616,1.1,4,0.18297
1,0.171717,0.9,1,0.235179
1,0.171717,0.9,2,0.422578
1,0.171717,0.9,3,0.151012
1,0.171717,0.9,4,0.191231
1,0.171717,1,1,0.293508
1,0.171717,1,2,0.376773
1,0.171717,1,3,0.120164
1,0.171717,1,4,0.209555
1,0.171717,1.1,1,0.313269
1,0.171717,1.1,2,0.354711
1,0.171717,1.1,3,0.11604
1,0.171717,1.1,4,0.215979
1,0.181818,0.9,1,0.235049
1,0.181818,0.9,2,0.411671
1,0.181818,0.9,3,0.156097
1,0.181818,0.9,4,0.197183
1,0.181818,1,1,0.308617
1,0.181818,1,2,0.356235
1,0.181818,1,3,0.105412
1,0.181818,1,4,0.229736
1,0.181818,1.1,1,0.327487
1,0.181818,1.1,2,0.377276
1,0.181818,1.1,3,0.0933309
1,0.181818,1.1,4,0.201906
1,0.191919,0.9,1,0.27306
1,0.191919,0.9,2,0.422788
1,0.191919,0.9,3,0.112058
1,0.191919,0.9,4,0.192094
1,0.191919,1,1,0.297499
1,0.191919,1,2,0.392247
1,0.191919,1,3,0.108689
1,0.191919,1,4,0.201566
1,0.191919,1.1,1,0.308771
1,0.191919,1.1,2,0.39683
1,0.191919,1.1,3,0.115484
1,0.191919,1.1,4,0.178915
1,0.20202,0.9,1,0.245178
1,0.20202,0.9,2,0.434629
1,0.20202,0.9,3,0.138276
1,0.20202,0.9,4,0.181918
1,0.20202,1,1,0.282946
1,0.20202,1,2,0.387537
1,0.20202,1,3,0.1218
1,0.20202,1,4,0.207717
1,0.20202,1.1,1,0.316779
1,0.20202,1.1,2,0.420506
1,0.20202,1.1,3,0.103333
1,0.20202,1.1,4,0.159382
1,0.212121,0.9,1,0.238259
1,0.212121,0.9,2,0.418576
1,0.212121,0.9,3,0.150472
1,0.212121,0.9,4,0.192693
1,0.212121,1,1,0.284407
1,0.212121,1,2,0.438813
1,0.212121,1,3,0.105618
1,0.212121,1,4,0.171162
1,0.212121,1.1,1,0.319354
1,0.212121,1.1,2,0.391413
1,0.212121,1.1,3,0.106642
1,0.212121,1.1,4,0.182591
1,0.222222,0.9,1,0.256253
1,0.222222,0.9,2,0.425123
1,0.222222,0.9,3,0.119473
1,0.222222,0.9,4,0.19915
1,0.222222,1,1,0.295185
1,0.222222,1,2,0.378117
1,0.222222,1,3,0.11131
1,0.222222,1,4,0.215387
1,0.222222,1.1,1,0.284193
1,0.222222,1.1,2,0.44606
1,0.222222,1.1,3,0.118319
1,0.222222,1.1,4,0.151428
1,0.232323,0.9,1,0.247727
1,0.232323,0.9,2,0.464891
1,0.232323,0.9,3,0.102464
1,0.232323,0.9,4,0.184918
1,0.232323,1,1,0.285456
1,0.232323,1,2,0.415594
1,0.232323,1,3,0.114472
1,0.232323,1,4,0.184478
1,0.232323,1.1,1,0.301391
1,0.232323,1.1,2,0.401133
1,0.232323,1.1,3,0.120154
1,0.232323,1.1,4,0.177321
1,0.242424,0.9,1,0.242652
1,0.242424,0.9,2,0.472882
1,0.242424,0.9,3,0.106145
1,0.242424,0.9,4,0.178321
1,0.242424,1,1,0.281528
1,0.242424,1,2,0.393466
1,0.242424,1,3,0.123496
1,0.242424,1,4,0.201509
1,0.242424,1.1,1,0.291166
1,0.242424,1.1,2,0.440641
1,0.242424,1.1,3,0.112505
1,0.242424,1.1,4,0.155688
1,0.252525,0.9,1,0.288262
1,0.252525,0.9,2,0.399998
1,0.252525,0.9,3,0.0814115
1,0.252525,0.9,4,0.230328
1,0.252525,1,1,0.319527
1,0.252525,1,2,0.39298
1,0.252525,1,3,0.0628806
1,0.252525,1,4,0.224613
1,0.252525,1.1,1,0.321258
1,0.252525,1.1,2,0.43589
1,0.252525,1.1,3,0.0811184
1,0.252525,1.1,4,0.161733
1,0.262626,0.9,1,0.232526
1,0.262626,0.9,2,0.497213
1,0.262626,0.9,3,0.0776999
1,0.262626,0.9,4,0.192561
1,0.262626,1,1,0.295625
1,0.262626,1,2,0.41781
1,0.262626,1,3,0.0864636
1,0.262626,1,4,0.200101
1,0.262626,1.1,1,0.336764
1,0.262626,1.1,2,0.41464
1,0.262626,1.1,3,0.0729764
1,0.262626,1.1,4,0.17562
1,0.272727,0.9,1,0.233385
1,0.272727,0.9,2,0.499628
1,0.272727,0.9,3,0.0938584
1,0.272727,0.9,4,0.173128
1,0.272727,1,1,0.303803
1,0.272727,1,2,0.41976
1,0.272727,1,3,0.06828
1,0.272727,1,4,0.208157
1,0.272727,1.1,1,0.277084
1,0.272727,1.1,2,0.463006
1,0.272727,1.1,3,0.120655
1,0.272727,1.1,4,0.139255
1,0.282828,0.9,1,0.216986
1,0.282828,0.9,2,0.528653
1,0.282828,0.9,3,0.0691149
1,0.282828,0.9,4,0.185247
1,0.282828,1,1,0.281331
1,0.282828,1,2,0.441253
1,0.282828,1,3,0.0852457
1,0.282828,1,4,0.192171
1,0.282828,1.1,1,0.285519
1,0.282828,1.1,2,0.469519
1,0.282828,1.1,3,0.101885
1,0.282828,1.1,4,0.143077
1,0.292929,0.9,1,0.209107
1,0.292929,0.9,2,0.538367
1,0.292929,0.9,3,0.0809462
1,0.292929,0.9,4,0.17158
1,0.292929,1,1,0.298615
1,0.292929,1,2,0.3586
1,0.292929,1,3,0.0993507
1,0.292929,1,4,0.243434
1,0.292929,1.1,1,0.308681
1,0.292929,1.1,2,0.453067
1,0.292929,1.1,3,0.0838513
1,0.292929,1.1,4,0.154401
1,0.30303,0.9,1,0.195606
1,0.30303,0.9,2,0.560537
1,0.30303,0.9,3,0.0670831
1,0.30303,0.9,4,0.176775
1,0.30303,1,1,0.296623
1,0.30303,1,2,0.416106
1,0.30303,1,3,0.0781809
1,0.30303,1,4,0.20909
1,0.30303,1.1,1,0.290281
1,0.30303,1.1,2,0.476317
1,0.30303,1.1,3,0.0839455
1,0.30303,1.1,4,0.149456
1,0.313131,0.9,1,0.140348
1,0.313131,0.9,2,0.675403
1,0.313131,0.9,3,0.067352
1,0.313131,0.9,4,0.116896
1,0.313131,1,1,0.287053
1,0.313131,1,2,0.423187
1,0.313131,1,3,0.0669895
1,0.313131,1,4,0.22277
1,0.313131,1.1,1,0.320726
1,0.313131,1.1,2,0.415035
1,0.313131,1.1,3,0.0812612
1,0.313131,1.1,4,0.182979
1,0.323232,0.9,1,0.104422
1,0.323232,0.9,2,0.75831
1,0.323232,0.9,3,0.0424977
1,0.323232,0.9,4,0.0947695
1,0.323232,1,1,0.30173
1,0.323232,1,2,0.402277
1,0.323232,1,3,0.0522921
1,0.323232,1,4,0.243701
1,0.323232,1.1,1,0.310133
1,0.323232,1.1,2,0.417139
1,0.323232,1.1,3,0.0847807
1,0.323232,1.1,4,0.187947
1,0.333333,0.9,1,0.100909
1,0.333333,0.9,2,0.770615
1,0.333333,0.9,3,0.0402351
1,0.333333,0.9,4,0.088241
1,0.333333,1,1,0.268305
1,0.333333,1,2,0.447045
1,0.333333,1,3,0.0628353
1,0.333333,1,4,0.221814
1,0.333333,1.1,1,0.260929
1,0.333333,1.1,2,0.45788
1,0.333333,1.1,3,0.137793
1,0.333333,1.1,4,0.143397
1,0.343434,0.9,1,0.0612647
1,0.343434,0.9,2,0.85018
1,0.343434,0.9,3,0.0272019
1,0.343434,0.9,4,0.0613538
1,0.343434,1,1,0.25373
1,0.343434,1,2,0.477798
1,0.343434,1,3,0.0858192
1,0.343434,1,4,0.182653
1,0.343434,1.1,1,0.286964
1,0.343434,1.1,2,0.483766
1,0.343434,1.1,3,0.0835171
1,0.343434,1.1,4,0.145753
1,0.353535,0.9,1,0.0658528
1,0.353535,0.9,2,0.856974
1,0.353535,0.9,3,0.0209461
1,0.353535,0.9,4,0.0562269
1,0.353535,1,1,0.265421
1,0.353535,1,2,0.465589
1,0.353535,1,3,0.0448983
1,0.353535,1,4,0.224092
1,0.353535,1.1,1,0.302485
1,0.353535,1.1,2,0.44245
1,0.353535,1.1,3,0.0867368
1,0.353535,1.1,4,0.168328
1,0.363636,0.9,1,0.0370768
1,0.363636,0.9,2,0.914476
1,0.363636,0.9,3,0.0105143
1,0.363636,0.9,4,0.0379333
1,0.363636,1,1,0.223565
1,0.363636,1,2,0.547799
1,0.363636,1,3,0.0422893
1,0.363636,1,4,0.186346
1,0.363636,1.1,1,0.2786
1,0.363636,1.1,2,0.441143
1,0.363636,1.1,3,0.112626
1,0.363636,1.1,4,0.167632
1,0.373737,0.9,1,0.0396536
1,0.373737,0.9,2,0.913798
1,0.373737,0.9,3,0.0070228
1,0.373737,0.9,4,0.0395252
1,0.373737,1,1,0.230205
1,0.373737,1,2,0.541704
1,0.373737,1,3,0.0345113
1,0.373737,1,4,0.19358
1,0.373737,1.1,1,0.30327
1,0.373737,1.1,2,0.419816
1,0.373737,1.1,3,0.0738532
1,0.373737,1.1,4,0.203061
1,0.383838,0.9,1,0.0414475
1,0.383838,0.9,2,0.912495
1,0.383838,0.9,3,0.0046129
1,0.383838,0.9,4,0.0414444
1,0.383838,1,1,0.193019
1,0.383838,1,2,0.565546
1,0.383838,1,3,0.0743619
1,0.383838,1,4,0.167072
1,0.383838,1.1,1,0.289449
1,0.383838,1.1,2,0.458202
1,0.383838,1.1,3,0.0760877
1,0.383838,1.1,4,0.176262
1,0.393939,0.9,1,0.0392041
1,0.393939,0.9,2,0.90824
1,0.393939,0.9,3,0.0133585
1,0.393939,0.9,4,0.0391978
1,0.393939,1,1,0.171272
1,0.393939,1,2,0.623605
1,0.393939,1,3,0.0467332
1,0.393939,1,4,0.15839
1,0.393939,1.1,1,0.261033
1,0.393939,1.1,2,0.462732
1,0.393939,1.1,3,0.1019
1,0.393939,1.1,4,0.174334
1,0.40404,0.9,1,0.0215312
1,0.40404,0.9,2,0.945744
1,0.40404,0.9,3,0.0075246
1,0.40404,0.9,4,0.0252001
1,0.40404,1,1,0.114367
1,0.40404,1,2,0.753135
1,0.40404,1,3,0.0255448
1,0.40404,1,4,0.106953
1,0.40404,1.1,1,0.274676
1,0.40404,1.1,2,0.44322
1,0.40404,1.1,3,0.0836716
1,0.40404,1.1,4,0.198432
1,0.414141,0.9,1,0.0333911
1,0.414141,0.9,2,0.925847
1,0.414141,0.9,3,0.0063016
1,0.414141,0.9,4,0.0344605
1,0.414141,1,1,0.112281
1,0.414141,1,2,0.743579
1,0.414141,1,3,0.0386801
1,0.414141,1,4,0.10546
1,0.414141,1.1,1,0.227945
1,0.414141,1.1,2,0.493489
1,0.414141,1.1,3,0.13187
1,0.414141,1.1,4,0.146695
1,0.424242,0.9,1,0.036032
1,0.424242,0.9,2,0.917913
1,0.424242,0.9,3,0.0078164
1,0.424242,0.9,4,0.0382386
1,0.424242,1,1,0.100755
1,0.424242,1,2,0.77571
1,0.424242,1,3,0.0294469
1,0.424242,1,4,0.0940879
1,0.424242,1.1,1,0.264962
1,0.424242,1.1,2,0.447565
1,0.424242,1.1,3,0.0797833
1,0.424242,1.1,4,0.20769
1,0.434343,0.9,1,0.0388214
1,0.434343,0.9,2,0.915027
1,0.434343,0.9,3,0.0078336
1,0.434343,0.9,4,0.0383178
1,0.434343,1,1,0.0775896
1,0.434343,1,2,0.836563
1,0.434343,1,3,0.0107711
1,0.434343,1,4,0.0750761
1,0.434343,1.1,1,0.23718
1,0.434343,1.1,2,0.508473
1,0.434343,1.1,3,0.061363
1,0.434343,1.1,4,0.192984
1,0.444444,0.9,1,0.0242136
1,0.444444,0.9,2,0.940047
1,0.444444,0.9,3,0.0115202
1,0.444444,0.9,4,0.0242195
1,0.444444,1,1,0.0588915
1,0.444444,1,2,0.869485
1,0.444444,1,3,0.0147359
1,0.444444,1,4,0.0568876
1,0.444444,1.1,1,0.194619
1,0.444444,1.1,2,0.574737
1,0.444444,1.1,3,0.0845087
1,0.444444,1.1,4,0.146135
1,0.454545,0.9,1,0.0262896
1,0.454545,0.9,2,0.935196
1,0.454545,0.9,3,0.0087769
1,0.454545,0.9,4,0.0297375
1,0.454545,1,1,0.0780312
1,0.454545,1,2,0.833867
1,0.454545,1,3,0.0100632
1,0.454545,1,4,0.0780384
1,0.454545,1.1,1,0.161417
1,0.454545,1.1,2,0.67647
1,0.454545,1.1,3,0.0398384
1,0.454545,1.1,4,0.122274
1,0.464646,0.9,1,0.0363011
1,0.464646,0.9,2,0.910696
1,0.464646,0.9,3,0.011011
1,0.464646,0.9,4,0.0419919
1,0.464646,1,1,0.0643295
1,0.464646,1,2,0.866253
1,0.464646,1,3,0.0061565
1,0.464646,1,4,0.0632613
1,0.464646,1.1,1,0.15301
1,0.464646,1.1,2,0.65333
1,0.464646,1.1,3,0.0608028
1,0.464646,1.1,4,0.132857
1,0.474747,0.9,1,0.0308992
1,0.474747,0.9,2,0.92552
1,0.474747,0.9,3,0.0071487
1,0.474747,0.9,4,0.0364321
1,0.474747,1,1,0.0483461
1,0.474747,1,2,0.889243
1,0.474747,1,3,0.0143114
1,0.474747,1,4,0.0480993
1,0.474747,1.1,1,0.123412
1,0.474747,1.1,2,0.747712
1,0.474747,1.1,3,0.0270559
1,0.474747,1.1,4,0.10182
1,0.484848,0.9,1,0.0414576
1,0.484848,0.9,2,0.91254
1,0.484848,0.9,3,0.0020409
1,0.484848,0.9,4,0.0439618
1,0.484848,1,1,0.0573547
1,0.484848,1,2,0.874141
1,0.484848,1,3,0.0115731
1,0.484848,1,4,0.0569313
1,0.484848,1.1,1,0.109858
1,0.484848,1.1,2,0.766041
1,0.484848,1.1,3,0.0303479
1,0.484848,1.1,4,0.093753
1,0.494949,0.9,1,0.0351617
1,0.494949,0.9,2,0.908559
1,0.494949,0.9,3,0.0131352
1,0.494949,0.9,4,0.0431444
1,0.494949,1,1,0.0381414
1,0.494949,1,2,0.90558
1,0.494949,1,3,0.0181305
1,0.494949,1,4,0.0381478
1,0.494949,1.1,1,0.106199
1,0.494949,1.1,2,0.770711
1,0.494949,1.1,3,0.0280887
1,0.494949,1.1,4,0.0950008
1,0.505051,0.9,1,0.0475301
1,0.505051,0.9,2,0.897909
1,0.505051,0.9,3,0.0070257
1,0.505051,0.9,4,0.0475347
1,0.505051,1,1,0.0311486
1,0.505051,1,2,0.924985
1,0.505051,1,3,0.012853
1,0.505051,1,4,0.0310139
1,0.505051,1.1,1,0.108761
1,0.505051,1.1,2,0.748115
1,0.505051,1.1,3,0.0383986
1,0.505051,1.1,4,0.104726
1,0.515152,0.9,1,0.0593439
1,0.515152,0.9,2,0.839453
1,0.515152,0.9,3,0.0220465
1,0.515152,0.9,4,0.0791566
1,0.515152,1,1,0.0804377
1,0.515152,1,2,0.82695
1,0.515152,1,3,0.0121694
1,0.515152,1,4,0.0804427
1,0.515152,1.1,1,0.0781267
1,0.515152,1.1,2,0.824916
1,0.515152,1.1,3,0.0213495
1,0.515152,1.1,4,0.0756073
1,0.525253,0.9,1,0.074064
1,0.525253,0.9,2,0.818062
1,0.525253,0.9,3,0.0137153
1,0.525253,0.9,4,0.0941586
1,0.525253,1,1,0.0430715
1,0.525253,1,2,0.910694
1,0.525253,1,3,0.003186
1,0.525253,1,4,0.0430483
1,0.525253,1.1,1,0.105733
1,0.525253,1.1,2,0.770073
1,0.525253,1.1,3,0.024625
1,0.525253,1.1,4,0.0995693
1,0.535354,0.9,1,0.0772564
1,0.535354,0.9,2,0.821088
1,0.535354,0.9,3,0.0128665
1,0.535354,0.9,4,0.0887888
1,0.535354,1,1,0.0534217
1,0.535354,1,2,0.867467
1,0.535354,1,3,0.0231777
1,0.535354,1,4,0.0559336
1,0.535354,1.1,1,0.0433884
1,0.535354,1.1,2,0.887339
1,0.535354,1.1,3,0.028385
1,0.535354,1.1,4,0.0408871
1,0.545455,0.9,1,0.0625669
1,0.545455,0.9,2,0.828187
1,0.545455,0.9,3,0.0234497
