omega,gamma,theta_1,firm,profit
1,0.545455,0.9,1,0.1735
1,0.545455,0.9,2,0.144002
1,0.545455,1,1,0.143593
1,0.545455,1,2,0.127219
1,0.545455,1.1,1,0.11324
1,0.545455,1.1,2,0.116687
1,0.555556,0.9,1,0.171888
1,0.555556,0.9,2,0.14154
1,0.555556,1,1,0.145664
1,0.555556,1,2,0.126341
1,0.555556,1.1,1,0.115286
1,0.555556,1.1,2,0.115661
1,0.565657,0.9,1,0.17533
1,0.565657,0.9,2,0.141391
1,0.565657,1,1,0.146852
1,0.565657,1,2,0.124074
1,0.565657,1.1,1,0.116405
1,0.565657,1.1,2,0.113816
1,0.575758,0.9,1,0.17597
1,0.575758,0.9,2,0.141782
1,0.575758,1,1,0.145905
1,0.575758,1,2,0.121634
1,0.575758,1.1,1,0.117814
1,0.575758,1.1,2,0.111638
1,0.585859,0.9,1,0.171874
1,0.585859,0.9,2,0.142558
1,0.585859,1,1,0.14653
1,0.585859,1,2,0.120873
1,0.585859,1.1,1,0.118451
1,0.585859,1.1,2,0.109855
1,0.59596,0.9,1,0.172517
1,0.59596,0.9,2,0.142113
1,0.59596,1,1,0.147633
1,0.59596,1,2,0.119816
1,0.59596,1.1,1,0.118525
1,0.59596,1.1,2,0.107904
1,0.606061,0.9,1,0.17216
1,0.606061,0.9,2,0.142571
1,0.606061,1,1,0.146028
1,0.606061,1,2,0.119234
1,0.606061,1.1,1,0.120595
1,0.606061,1.1,2,0.106054
1,0.616162,0.9,1,0.16863
1,0.616162,0.9,2,0.141608
1,0.616162,1,1,0.145954
1,0.616162,1,2,0.118773
1,0.616162,1.1,1,0.119357
1,0.616162,1.1,2,0.102387
1,0.626263,0.9,1,0.168842
1,0.626263,0.9,2,0.141466
1,0.626263,1,1,0.14518
1,0.626263,1,2,0.117099
1,0.626263,1.1,1,0.120944
1,0.626263,1.1,2,0.101638
1,0.636364,0.9,1,0.17171
1,0.636364,0.9,2,0.141103
1,0.636364,1,1,0.143859
1,0.636364,1,2,0.117509
1,0.636364,1.1,1,0.123176
1,0.636364,1.1,2,0.100399
1,0.646465,0.9,1,0.163014
1,0.646465,0.9,2,0.143667
1,0.646465,1,1,0.138762
1,0.646465,1,2,0.116495
1,0.646465,1.1,1,0.123286
1,0.646465,1.1,2,0.0987256
1,0.656566,0.9,1,0.168667
1,0.656566,0.9,2,0.139533
1,0.656566,1,1,0.136802
1,0.656566,1,2,0.119243
1,0.656566,1.1,1,0.122134
1,0.656566,1.1,2,0.0978043
1,0.666667,0.9,1,0.172526
1,0.666667,0.9,2,0.138973
1,0.666667,1,1,0.136978
1,0.666667,1,2,0.117594
1,0.666667,1.1,1,0.120764
1,0.666667,1.1,2,0.0973956
1,0.676768,0.9,1,0.17355
1,0.676768,0.9,2,0.139156
1,0.676768,1,1,0.138426
1,0.676768,1,2,0.115236
1,0.676768,1.1,1,0.119404
1,0.676768,1.1,2,0.0955528
1,0.686869,0.9,1,0.171581
1,0.686869,0.9,2,0.138991
1,0.686869,1,1,0.135614
1,0.686869,1,2,0.115363
1,0.686869,1.1,1,0.119006
1,0.686869,1.1,2,0.0948216
1,0.69697,0.9,1,0.173133
1,0.69697,0.9,2,0.137095
1,0.69697,1,1,0.13786
1,0.69697,1,2,0.115035
1,0.69697,1.1,1,0.116096
1,0.69697,1.1,2,0.0938341
1,0.707071,0.9,1,0.172033
1,0.707071,0.9,2,0.137454
1,0.707071,1,1,0.137258
1,0.707071,1,2,0.114333
1,0.707071,1.1,1,0.114522
1,0.707071,1.1,2,0.0932463
1,0.717172,0.9,1,0.173449
1,0.717172,0.9,2,0.137682
1,0.717172,1,1,0.138628
1,0.717172,1,2,0.112903
1,0.717172,1.1,1,0.112187
1,0.717172,1.1,2,0.0933964
1,0.727273,0.9,1,0.175922
1,0.727273,0.9,2,0.136596
1,0.727273,1,1,0.139194
1,0.727273,1,2,0.11274
1,0.727273,1.1,1,0.111777
1,0.727273,1.1,2,0.0918734
1,0.737374,0.9,1,0.180515
1,0.737374,0.9,2,0.133095
1,0.737374,1,1,0.137466
1,0.737374,1,2,0.113813
1,0.737374,1.1,1,0.111944
1,0.737374,1.1,2,0.0901645
1,0.747475,0.9,1,0.178108
1,0.747475,0.9,2,0.134269
1,0.747475,1,1,0.138483
1,0.747475,1,2,0.111534
1,0.747475,1.1,1,0.110868
1,0.747475,1.1,2,0.0898261
1,0.757576,0.9,1,0.178381
1,0.757576,0.9,2,0.136152
1,0.757576,1,1,0.136964
1,0.757576,1,2,0.111616
1,0.757576,1.1,1,0.112336
1,0.757576,1.1,2,0.0889436
1,0.767677,0.9,1,0.182415
1,0.767677,0.9,2,0.131691
1,0.767677,1,1,0.138302
1,0.767677,1,2,0.110915
1,0.767677,1.1,1,0.111143
1,0.767677,1.1,2,0.0876741
1,0.777778,0.9,1,0.182875
1,0.777778,0.9,2,0.130943
1,0.777778,1,1,0.138998
1,0.777778,1,2,0.109347
1,0.777778,1.1,1,0.109561
1,0.777778,1.1,2,0.0875648
1,0.787879,0.9,1,0.181509
1,0.787879,0.9,2,0.132589
1,0.787879,1,1,0.140287
1,0.787879,1,2,0.10883
1,0.787879,1.1,1,0.110044
1,0.787879,1.1,2,0.0867122
1,0.79798,0.9,1,0.187116
1,0.79798,0.9,2,0.129108
1,0.79798,1,1,0.140296
1,0.79798,1,2,0.106522
1,0.79798,1.1,1,0.110028
1,0.79798,1.1,2,0.0857729
1,0.808081,0.9,1,0.187939
1,0.808081,0.9,2,0.130369
1,0.808081,1,1,0.142998
1,0.808081,1,2,0.106129
1,0.808081,1.1,1,0.109803
1,0.808081,1.1,2,0.0841092
1,0.818182,0.9,1,0.185823
1,0.818182,0.9,2,0.128142
1,0.818182,1,1,0.142683
1,0.818182,1,2,0.104787
1,0.818182,1.1,1,0.109547
1,0.818182,1.1,2,0.083775
1,0.828283,0.9,1,0.190661
1,0.828283,0.9,2,0.125122
1,0.828283,1,1,0.139982
1,0.828283,1,2,0.107068
1,0.828283,1.1,1,0.109973
1,0.828283,1.1,2,0.0831548
1,0.838384,0.9,1,0.190105
1,0.838384,0.9,2,0.126597
1,0.838384,1,1,0.140666
1,0.838384,1,2,0.104756
1,0.838384,1.1,1,0.110965
1,0.838384,1.1,2,0.0816918
1,0.848485,0.9,1,0.193772
1,0.848485,0.9,2,0.124799
1,0.848485,1,1,0.143156
1,0.848485,1,2,0.102373
1,0.848485,1.1,1,0.109704
1,0.848485,1.1,2,0.0803983
1,0.858586,0.9,1,0.197377
1,0.858586,0.9,2,0.124246
1,0.858586,1,1,0.140722
1,0.858586,1,2,0.102989
1,0.858586,1.1,1,0.109507
1,0.858586,1.1,2,0.080626
1,0.868687,0.9,1,0.198433
1,0.868687,0.9,2,0.124652
1,0.868687,1,1,0.1427
1,0.868687,1,2,0.101697
1,0.868687,1.1,1,0.109036
1,0.868687,1.1,2,0.0804782
1,0.878788,0.9,1,0.197362
1,0.878788,0.9,2,0.120742
1,0.878788,1,1,0.14202
1,0.878788,1,2,0.10265
1,0.878788,1.1,1,0.108783
1,0.878788,1.1,2,0.0791246
1,0.888889,0.9,1,0.198434
1,0.888889,0.9,2,0.122255
1,0.888889,1,1,0.144356
1,0.888889,1,2,0.099347
1,0.888889,1.1,1,0.111508
1,0.888889,1.1,2,0.0760465
1,0.89899,0.9,1,0.200764
1,0.89899,0.9,2,0.118822
1,0.89899,1,1,0.142889
1,0.89899,1,2,0.100639
1,0.89899,1.1,1,0.108249
1,0.89899,1.1,2,0.078739
1,0.909091,0.9,1,0.201642
1,0.909091,0.9,2,0.121292
1,0.909091,1,1,0.143797
1,0.909091,1,2,0.101587
1,0.909091,1.1,1,0.106699
1,0.909091,1.1,2,0.0784451
1,0.919192,0.9,1,0.202432
1,0.919192,0.9,2,0.119882
1,0.919192,1,1,0.141794
1,0.919192,1,2,0.0999975
1,0.919192,1.1,1,0.108897
1,0.919192,1.1,2,0.0747811
1,0.929293,0.9,1,0.205894
1,0.929293,0.9,2,0.118649
1,0.929293,1,1,0.14397
1,0.929293,1,2,0.0986605
1,0.929293,1.1,1,0.109415
1,0.929293,1.1,2,0.0744933
1,0.939394,0.9,1,0.203141
1,0.939394,0.9,2,0.12034
1,0.939394,1,1,0.143405
1,0.939394,1,2,0.097597
1,0.939394,1.1,1,0.10668
1,0.939394,1.1,2,0.0754845
1,0.949495,0.9,1,0.208814
1,0.949495,0.9,2,0.1147
1,0.949495,1,1,0.145064
1,0.949495,1,2,0.096859
1,0.949495,1.1,1,0.10744
1,0.949495,1.1,2,0.0732709
1,0.959596,0.9,1,0.211396
1,0.959596,0.9,2,0.116753
1,0.959596,1,1,0.143053
1,0.959596,1,2,0.0962672
1,0.959596,1.1,1,0.106326
1,0.959596,1.1,2,0.0738441
1,0.969697,0.9,1,0.212851
1,0.969697,0.9,2,0.114053
1,0.969697,1,1,0.143169
1,0.969697,1,2,0.0959978
1,0.969697,1.1,1,0.106511
1,0.969697,1.1,2,0.0726893
1,0.979798,0.9,1,0.215992
1,0.979798,0.9,2,0.113571
1,0.979798,1,1,0.146289
1,0.979798,1,2,0.0945852
1,0.979798,1.1,1,0.106944
1,0.979798,1.1,2,0.0709146
1,0.989899,0.9,1,0.217608
1,0.989899,0.9,2,0.111103
1,0.989899,1,1,0.144542
1,0.989899,1,2,0.0954656
1,0.989899,1.1,1,0.107426
1,0.989899,1.1,2,0.0695307
1,1,0.9,1,0.21576
1,1,0.9,2,0.113059
1,1,1,1,0.144854
1,1,1,2,0.095058
1,1,1.1,1,0.105634
1,1,1.1,2,0.0708516
